"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",147,50,259,97,228,166,76,102,696,297,390,600,-0.914124274204514,4.89924750339138,-2.758565323558,0.0156920896359635,0.985568247038702,-4.1397436541534
"2","GB40016",17,3,11,7,24,11,5,17,43,29,21,25,-0.934926936228519,1.18061655841027,-2.64904920391849,0.0194071354431171,0.985568247038702,-4.45320230362238
"3","GB40061",25,11,33,9,21,24,10,25,69,32,38,62,-0.854301824650537,1.96988718410191,-3.10158611221445,0.00802019964784662,0.985568247038702,-4.36072698275473
"4","GB40069",20,4,20,13,27,32,7,24,43,58,28,41,-0.762374747133749,1.76129393938992,-2.24725558245765,0.0417409506163152,0.985568247038702,-4.4685453241338
"5","GB40135",19,14,27,35,28,26,18,39,45,31,57,65,-0.694171479570393,2.26346394819584,-3.05638527819451,0.00876464991935732,0.985568247038702,-4.34171251259869
"6","GB40608",253,803,1729,2400,1239,735,276,185,387,426,793,759,1.21332301576352,6.60419016127839,2.77778555520528,0.0151159260573001,0.985568247038702,-4.17869711180158
"7","GB40689",12,2,8,1,26,14,5,12,24,31,26,20,-1.24195088704953,0.80449218701244,-2.41218582346341,0.0305770766046475,0.985568247038702,-4.4881851105099
"8","GB40761",11,14,12,16,13,10,6,7,2,6,8,8,1.08526232706186,0.472555593929602,2.47126079626466,0.0273199370814255,0.985568247038702,-4.49148652637283
"9","GB40766",83,16,104,38,94,78,34,63,144,112,114,154,-0.624648017679938,3.50872793530057,-2.41501480652345,0.0304129829612866,0.985568247038702,-4.33367946911939
"10","GB40926",8,16,23,26,18,20,6,4,11,18,12,20,0.717131611014897,1.10293375044794,2.19039927400781,0.0464103387495147,0.985568247038702,-4.49699953010995
"11","GB41303",144,167,212,188,152,125,70,96,141,101,155,153,0.515160296431809,4.40090041636181,2.45121894401447,0.0283858518102165,0.985568247038702,-4.24336328899768
"12","GB41639",162,87,240,113,187,167,97,147,305,207,245,280,-0.375486437689619,4.74625762692744,-2.79123687582197,0.0147250536545272,0.985568247038702,-4.12656354623761
"13","GB41823",51,61,67,46,69,71,15,35,53,54,58,68,0.444432815491503,2.97956987720111,2.32869350055704,0.0358176029819716,0.985568247038702,-4.39058106423364
"14","GB41879",6,7,23,19,22,9,2,5,5,9,11,19,0.827000689277684,0.594485845600338,2.21302239968647,0.0444965931910703,0.985568247038702,-4.50856993266427
"15","GB42451",51,12,59,28,74,51,28,34,87,81,81,97,-0.586564678904381,2.94251590663996,-2.29173946353621,0.0383996206665683,0.985568247038702,-4.39993340340616
"16","GB42499",15,13,34,34,22,26,5,15,21,17,22,15,0.637361595016571,1.51751470975032,2.52694040251399,0.0245563640282417,0.985568247038702,-4.44867076287314
"17","GB42514",15,18,18,4,7,8,12,7,47,125,122,17,-1.68484518387332,1.52870779301458,-2.35424367647768,0.034129504904926,0.985568247038702,-4.46926983257418
"18","GB42705",155,124,181,135,132,135,47,110,155,100,129,122,0.451772772966463,4.23756808839086,2.49820580656311,0.0259472056801996,0.985568247038702,-4.2438983677734
"19","GB42784",10,3,24,5,17,25,6,15,48,21,36,47,-1.06226073774699,1.3470884243125,-2.84964164193499,0.0131396404000499,0.985568247038702,-4.42725061615323
"20","GB42884",22,7,33,26,27,26,9,19,77,45,47,91,-0.851785540987709,2.14615690517144,-2.80960149922433,0.0142073405007761,0.985568247038702,-4.38118645160205
"21","GB43509",226,7,161,172,44,986,538,574,951,604,982,184,-2.27634603235409,5.28395576185337,-2.74002276916659,0.0162682418440463,0.985568247038702,-4.18231817847224
"22","GB43519",12,10,13,9,24,21,5,16,35,35,21,61,-0.769213821319113,1.49175896638673,-2.40462317090812,0.0310199015903233,0.985568247038702,-4.46263689429265
"23","GB43546",85,14,47,24,85,56,21,60,125,85,87,107,-0.720901819450986,3.10678363288436,-2.32366102247787,0.0361592986050744,0.985568247038702,-4.38340738852889
"24","GB44201",3,0,7,18,13,4,5,10,17,13,12,16,-1.24109657604321,0.243477199097918,-2.23302517353586,0.0428663834129032,0.985568247038702,-4.51457603939487
"25","GB44536",59,30,182,59,236,154,55,116,223,224,173,310,-0.701882644339797,4.2524063357945,-2.36925097646706,0.0331734789674624,0.985568247038702,-4.28339111155355
"26","GB44593",14,10,26,21,24,26,6,8,20,13,21,22,0.495080297625145,1.35121824797261,2.29386922597643,0.0382461547619863,0.985568247038702,-4.47890951512964
"27","GB44639",16,6,9,3,7,16,7,19,32,14,16,16,-0.893087032469779,0.880156331827325,-2.31217866110724,0.0369505218813342,0.985568247038702,-4.49393075908111
"28","GB44651",63,77,111,85,118,58,40,55,70,58,49,87,0.543385107738386,3.4263720234233,2.39129452085741,0.031815273353599,0.985568247038702,-4.34382662002244
"29","GB44709",268,151,333,234,336,294,128,334,589,690,374,871,-0.673980811426408,5.67959019132276,-3.57286568514505,0.00317751666045061,0.985568247038702,-3.90641059394966
"30","GB44738",5,11,2,3,21,9,5,29,15,16,18,21,-1.21041739661338,0.700991434206414,-2.31101157802538,0.0370318539716846,0.985568247038702,-4.49924627297587
"31","GB44812",49,15,40,53,70,54,30,50,77,99,75,101,-0.614897863293309,3.05225743601561,-2.58214652311774,0.0220829955354282,0.985568247038702,-4.3420483873603
"32","GB45446",23,11,33,36,46,20,11,17,17,22,23,16,0.649337958305926,1.72939871356065,2.19201209710794,0.0462713952193614,0.985568247038702,-4.47549229900773
"33","GB45612",81,26,88,61,118,92,28,76,170,144,168,129,-0.548460154762243,3.72068192029152,-2.3201777641047,0.0363976108501673,0.985568247038702,-4.33494418060966
"34","GB46117",7,1,25,5,9,7,7,10,22,15,22,15,-0.986651417501141,0.63490667753562,-2.51463888343986,0.0251427879587534,0.985568247038702,-4.48498863681775
"35","GB46130",41,5,88,20,27,42,14,33,145,84,72,82,-1.03262366639085,2.62962338800006,-2.51221849719573,0.0252597448716488,0.985568247038702,-4.38805978458755
"36","GB46164",14,7,31,10,31,24,7,17,65,46,49,59,-0.948158034634051,1.87570280381941,-3.01824295302214,0.00944587422770326,0.985568247038702,-4.37710737696148
"37","GB46165",40,43,126,52,80,91,33,48,183,110,138,179,-0.574591238364794,3.62923479040506,-2.54105822688581,0.0238995746741419,0.985568247038702,-4.29531679711107
"38","GB46281",1,4,26,8,5,3,14,9,13,14,8,37,-1.27049613273001,0.460096750741401,-2.34065783452501,0.0350174920941387,0.985568247038702,-4.50248479450141
"39","GB46330",245,230,323,244,404,267,159,253,576,519,328,729,-0.415388079052847,5.64982298613235,-2.42068431535637,0.0300866526232667,0.985568247038702,-4.22119269504829
"40","GB46420",455,727,736,635,616,688,225,419,637,497,601,719,0.418704943306779,6.42052770396513,2.20504171894308,0.0451630969153242,0.985568247038702,-4.3118837155794
"41","GB46602",59,54,104,73,81,77,26,45,59,66,60,73,0.504867362321631,3.26235684440049,3.39765083279054,0.00448159084521083,0.985568247038702,-4.17826354097572
"42","GB46816",4,4,13,1,9,8,3,11,17,17,8,15,-0.913153170138365,0.274606463060119,-2.23310868993595,0.0428596959863699,0.985568247038702,-4.51446915288435
"43","GB47004",28,3,6,22,9,25,10,21,60,30,68,86,-1.67471562539915,1.71689823347002,-3.51349173408399,0.00356983561432713,0.985568247038702,-4.34518766354847
"44","GB47011",146,160,396,232,208,199,100,116,145,168,195,288,0.44736234560187,4.82390118428363,2.22982638333242,0.043123259765897,0.985568247038702,-4.28256040259204
"45","GB47387",25,34,54,55,60,55,16,35,52,30,30,38,0.536784385742334,2.56187684987232,2.39685726584081,0.0314809882519575,0.985568247038702,-4.40770698723189
"46","GB47422",94,40,135,69,124,119,33,95,212,169,132,190,-0.428820122647398,4.0013808886206,-2.2357132083495,0.0426516350626627,0.985568247038702,-4.33131540610366
"47","GB47479",8,8,16,7,17,7,9,14,24,14,21,21,-0.678508667460853,1.02021316665465,-2.60879029007596,0.020977099507804,0.985568247038702,-4.46313559247043
"48","GB47541",102,917,332,387,567,567,416,82,146,182,204,184,1.29468411765707,5.36839535179686,2.27006060442012,0.0399951781230911,0.985568247038702,-4.27164994458581
"49","GB48034",98,42,99,69,128,110,43,79,231,189,160,186,-0.607139926684249,4.02298257250042,-3.11347855572695,0.00783499701886538,0.985568247038702,-4.12376990494643
"50","GB48173",15,8,7,12,15,39,6,12,33,35,35,77,-0.976055270956601,1.54045265590484,-2.28106076230935,0.0391779108619316,0.985568247038702,-4.47384719810083
"51","GB48275",28,3,31,14,45,33,13,36,47,32,63,64,-0.845686798201978,2.10294018689342,-2.24071324054708,0.0422548668318821,0.985568247038702,-4.45496833589207
"52","GB48299",199,145,323,252,220,247,68,107,226,227,253,304,0.342106233053429,4.93860847620794,2.29825511805525,0.0379319406279399,0.985568247038702,-4.25860909549619
"53","GB48303",12,3,20,14,18,12,7,10,32,32,21,39,-0.758675010133452,1.27025732891013,-2.51965222316877,0.0249021895131867,0.985568247038702,-4.46085300810796
"54","GB49149",13,3,19,4,19,19,7,13,36,22,21,24,-0.755759858238251,1.13515413055547,-2.20193275176939,0.0454252641039645,0.985568247038702,-4.49554465040091
"55","GB49345",16,2,35,6,26,16,7,19,66,20,32,41,-0.965523826059482,1.47003360478293,-2.24426141155061,0.0419754159060373,0.985568247038702,-4.48063770284454
"56","GB49444",9,13,22,13,20,16,3,18,9,9,8,12,0.773722730254162,0.878710768024335,2.53094262746714,0.024368428314673,0.985568247038702,-4.47421100873134
"57","GB49730",41,4,40,8,28,35,8,40,60,76,50,70,-1.07571059851809,2.16710719187191,-2.55205411923167,0.0233997792854736,0.985568247038702,-4.41293139603914
"58","GB49759",16445,16158,27818,12363,19871,21506,5517,7541,19585,12177,22434,17938,0.575203794527569,11.1989147907848,2.38923923751649,0.0319396359618822,0.985568247038702,-4.4630557324898
"59","GB50001",14,14,19,10,13,11,2,5,12,9,15,11,0.701312727841473,0.706006492159999,2.44903823118665,0.0285042048911813,0.985568247038702,-4.48664753741496
"60","GB50260",99,164,121,119,126,134,39,84,116,95,83,121,0.54152171174345,3.99854506074683,2.45732884614153,0.0280567509425027,0.985568247038702,-4.27716005813984
"61","GB50290",36,11,27,8,25,17,30,18,59,29,34,133,-1.12328742216894,2.09331953879769,-2.69827935510299,0.0176418187906272,0.985568247038702,-4.39974811214116
"62","GB50605",74,77,98,77,78,70,32,55,89,55,63,53,0.518377778127566,3.35848778171168,2.39782140927649,0.0314233908116413,0.985568247038702,-4.34833045238772
"63","GB50889",55,34,68,36,56,64,37,45,90,86,86,117,-0.489020052935265,3.22112341125333,-2.93146589935987,0.0111969985453029,0.985568247038702,-4.26344511342984
"64","GB51030",60,59,79,66,70,78,23,41,74,40,62,83,0.439153951848957,3.17526658406521,2.50023264226925,0.0258466690524963,0.985568247038702,-4.34471363551389
"65","GB51383",158,164,84,68,55,138,112,52,241,324,340,325,-1.00627186913928,4.43920024708574,-2.27973660062262,0.0392754500618395,0.985568247038702,-4.29696427085994
"66","GB51511",117,32,366,173,173,223,97,148,379,288,257,575,-0.697414844876422,4.87387064712481,-2.23637824000435,0.0425986615740507,0.985568247038702,-4.28549936791599
"67","GB51537",220,222,419,473,374,408,159,200,262,249,333,424,0.411639866352242,5.51076730411571,2.20529252269171,0.0451420095083914,0.985568247038702,-4.28375316555575
"68","GB51558",62,41,66,79,120,137,38,58,245,148,132,288,-0.702900183268252,3.90729475312857,-2.48403095373518,0.0266608859071901,0.985568247038702,-4.28223416092592
"69","GB51621",14,4,8,3,8,5,4,17,28,16,12,15,-1.07132302562744,0.574434000371169,-2.93665942385133,0.0110837236673363,0.985568247038702,-4.45550326507204
"70","GB51843",288,171,344,302,507,388,317,449,641,514,489,407,-0.556288928019895,5.88022231838842,-2.65480566676985,0.0191921778546554,0.985568247038702,-4.16048925077805
"71","GB51898",10,2,5,3,48,17,6,31,24,42,45,19,-1.40831717995025,1.15452419425537,-2.44685379642798,0.0286232332781174,0.985568247038702,-4.47426909501375
"72","GB51965",15,3,20,4,19,16,7,13,29,20,27,37,-0.856313355663008,1.18166843875954,-2.51474610973603,0.0251376186763196,0.985568247038702,-4.46527633537732
"73","GB52208",62,25,83,36,77,79,30,66,121,95,112,88,-0.464841969816239,3.3516199014307,-2.26918603966876,0.0400608399233219,0.985568247038702,-4.37463869197807
"74","GB52236",143,195,325,243,251,223,79,140,248,206,189,286,0.333293273966734,4.94172240152095,2.25924228118084,0.040814590190701,0.985568247038702,-4.27000764833055
"75","GB52238",55,20,87,40,61,84,27,44,169,92,81,129,-0.559068722482387,3.29121838083203,-2.32535683470113,0.0360438127080771,0.985568247038702,-4.36860047976154
"76","GB52304",15,5,33,12,27,19,7,16,45,41,32,40,-0.665761855959937,1.66964308139048,-2.34760671980153,0.0345606002956172,0.985568247038702,-4.46104764379196
"77","GB52328",29,24,48,40,58,44,19,52,84,73,60,98,-0.578847825887017,2.88111446634108,-3.36896316351388,0.00474150732336049,0.985568247038702,-4.23559211611765
"78","GB52649",63,79,85,85,71,64,31,49,38,57,55,89,0.563650837683787,3.24621343128997,2.19370830820988,0.0461256878621971,0.985568247038702,-4.3964215594031
"79","GB52763",107,32,92,71,138,130,57,65,248,130,208,241,-0.652659937371821,4.06135089983688,-2.5470422874704,0.0236263195457566,0.985568247038702,-4.25301872912986
"80","GB53221",387,102,275,313,228,246,88,133,188,182,204,260,0.558581224901085,4.9504894590933,2.39981966044833,0.0313043359210181,0.985568247038702,-4.22941177839616
"81","GB53353",17,5,26,11,17,28,10,19,30,30,26,38,-0.57743793245982,1.5821097101628,-2.28049215555504,0.039219767024334,0.985568247038702,-4.47179369978261
"82","GB53442",10,7,10,12,12,12,1,7,9,11,6,11,0.659894799996887,0.396623615261257,2.18990917749838,0.0464526374727227,0.985568247038702,-4.51480625994889
"83","GB53785",12,1,19,2,14,10,4,9,39,21,19,22,-1.13744526076832,0.721720490643778,-2.40343500746708,0.0310900270731258,0.985568247038702,-4.49121267726616
"84","GB53943",139,224,240,191,183,183,88,102,165,151,156,198,0.482561403657552,4.64983877787604,2.44997068772949,0.0284535403217435,0.985568247038702,-4.22679560856471
"85","GB53979",694,377,926,708,945,1088,457,533,1662,1130,1188,1833,-0.401739668234948,7.06172553621425,-2.27623720734123,0.0395343231147419,0.985568247038702,-4.32330047079512
"86","GB53990",9,6,15,3,12,21,6,18,36,18,20,23,-0.896305221569728,1.05419970047477,-2.65296047117681,0.0192608281952907,0.985568247038702,-4.45833405145363
"87","GB54030",27,41,36,31,74,56,14,45,142,79,74,93,-0.642300370982377,2.96761966022982,-2.22952119533522,0.0431478430510718,0.985568247038702,-4.40861822289278
"88","GB54339",6,3,12,10,11,7,7,10,12,15,20,20,-0.721840165339399,0.686319205401604,-2.66972142462211,0.0186458926908011,0.985568247038702,-4.47109976899858
"89","GB54388",70,97,130,128,166,98,42,77,89,96,101,121,0.423191620141998,3.89856867564929,2.18933516105176,0.0465022249234666,0.985568247038702,-4.34901312317203
"90","GB54403",16,47,51,34,32,36,12,14,11,19,16,34,1.06015506847865,1.89451934601116,3.06820579686478,0.00856359199356001,0.985568247038702,-4.37067995587072
"91","GB54595",32,13,50,20,49,43,22,45,71,64,34,78,-0.567812565174937,2.59068796545887,-2.32487035596165,0.0360769064343464,0.985568247038702,-4.41689484490792
"92","GB54805",489,150,408,262,412,339,279,278,630,426,616,759,-0.515976889312841,5.89546412781597,-2.36433618215885,0.0334837331143331,0.985568247038702,-4.24508772073277
"93","GB54925",6,2,34,10,20,13,4,12,46,27,30,31,-0.890688141458793,1.19391760907466,-2.181816292063,0.0471563440698526,0.985568247038702,-4.49577222112407
"94","GB54942",72,24,59,45,57,116,30,52,143,150,121,119,-0.690908255825642,3.45209511967524,-2.60964353161993,0.0209425846246895,0.985568247038702,-4.29978623385059
"95","GB55330",177,105,248,166,173,341,129,177,651,241,257,397,-0.481671543507695,5.11900479057854,-2.18197077332876,0.0471428185367721,0.985568247038702,-4.29204270386303
"96","GB55469",79,7,58,23,140,117,19,87,180,174,154,139,-1.06126708374008,3.44832095375677,-2.24170878563857,0.042176282512227,0.985568247038702,-4.37699999175422
"97","GB55881",42,13,47,23,35,30,15,36,133,44,54,67,-0.726861516351895,2.54530855347853,-2.59672332807763,0.0214711587758432,0.985568247038702,-4.38028628056991
"98","GB55894",85,138,198,143,156,111,55,87,116,108,94,138,0.501809372809333,4.13473413581455,2.56824184792681,0.0226822956449889,0.985568247038702,-4.23586841568205
"99","GB55949",53,32,118,79,104,71,29,37,66,54,64,90,0.449722857858354,3.24397818731086,2.46131873901293,0.027843816322334,0.985568247038702,-4.34568917314335
"100","GB56035",38,34,71,49,68,65,16,35,64,45,57,48,0.366546178002477,2.84196709992184,2.21958903627699,0.0439551103541251,0.985568247038702,-4.41765569863041
