"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40226",101,191,84,176,147,137,257,174,195,266,190,188,-0.657110259754057,4.6937033885875,-2.86035823506084,0.0128898234129206,0.762782427307877,-4.09304852133144
"2","GB40342",26,41,8,46,16,30,2,11,12,16,20,21,1.02610496329386,1.38927627060034,2.95834775240111,0.0106428854446495,0.762782427307877,-4.40856450021484
"3","GB40359",53,120,28,124,83,68,25,36,38,73,67,80,0.526696341655229,3.1928725865386,2.89325729693654,0.0120877326509807,0.762782427307877,-4.25797985129382
"4","GB40382",154,263,96,226,230,195,278,188,263,271,232,358,-0.508229058446847,5.08258144266305,-2.92012696838092,0.0114692495751639,0.762782427307877,-4.05511272352282
"5","GB41011",483,789,217,1007,1263,833,1018,910,950,1376,837,1379,-0.720083657259894,7.01840408540073,-3.16068662531339,0.00715683589508522,0.762782427307877,-4.10107977647574
"6","GB41247",79,149,57,78,136,139,171,121,252,221,160,224,-0.921248693996398,4.39984165604335,-3.83888350576379,0.00189678185530045,0.762782427307877,-3.88565802070481
"7","GB41422",25,30,7,40,27,28,4,10,8,18,18,22,0.961993010907125,1.38947193594937,3.7681190012643,0.00217670257159318,0.762782427307877,-4.33740603781919
"8","GB41645",308,767,240,782,780,554,730,629,619,900,614,1108,-0.564676413763087,6.58544512279687,-2.86215758373079,0.012844633127359,0.762782427307877,-4.13513809947765
"9","GB41827",58,97,28,89,63,80,56,82,81,111,110,108,-0.452178574620859,3.55405254540947,-3.20928576439155,0.00650529524333209,0.762782427307877,-4.14774254405448
"10","GB42039",7568,10193,5117,9082,17359,12250,10387,14387,15150,30078,14980,18876,-0.765193284730161,10.9148333739163,-2.94967964414052,0.010824987810427,0.762782427307877,-4.3923012849001
"11","GB42082",882,1233,300,1500,851,941,207,438,542,748,873,890,0.628032155492058,6.73100353964709,2.98836236298674,0.0100353963988905,0.762782427307877,-4.11367938527763
"12","GB42216",209,313,104,310,225,280,90,163,154,223,210,264,0.358851069942762,4.9400174558444,2.98202999133592,0.0101606420988921,0.762782427307877,-4.04279499211212
"13","GB42225",9,13,5,20,13,15,16,14,14,29,20,33,-0.762145383663407,1.27038066150671,-3.4645940452868,0.00394044261380812,0.762782427307877,-4.36981586944735
"14","GB42514",15,18,12,47,125,122,18,7,4,7,8,17,2.04577806057458,1.52870779301458,3.17076696818744,0.00701655127732736,0.762782427307877,-4.38585285522256
"15","GB42550",96,181,65,129,160,126,86,98,218,271,223,269,-0.604651734262499,4.49135272060457,-3.20411537640633,0.00657169983998218,0.762782427307877,-4.0157895784068
"16","GB42805",50,57,24,113,73,60,16,23,44,44,40,61,0.675706655919665,2.79544624341854,3.16967609940794,0.0070315993267146,0.762782427307877,-4.26012702338586
"17","GB42831",107,78,30,149,125,126,29,61,30,79,80,68,0.780041272574907,3.44157180667726,2.98719647825954,0.0100583408164479,0.762782427307877,-4.21168960693946
"18","GB43028",5,9,7,10,9,5,15,11,13,17,15,18,-0.975412211566231,0.740712489727807,-3.28585179196922,0.00559688178592381,0.762782427307877,-4.41601470117232
"19","GB43180",580,843,251,1325,676,805,227,351,398,550,590,662,0.601074948482602,6.3800476892145,4.01323315965279,0.00135329054519485,0.762782427307877,-3.83927476224346
"20","GB43361",12,52,9,27,18,14,7,5,19,7,9,12,1.03557490393377,1.04618892997642,2.89165087696192,0.0121257318149959,0.762782427307877,-4.43353351634594
"21","GB43443",102,171,46,172,143,164,60,62,79,108,120,159,0.400094734785096,4.0363696434283,3.08317472045343,0.00833303066806262,0.762782427307877,-4.10414495412955
"22","GB43820",576,722,371,660,1371,1007,1119,1051,1262,1730,835,1904,-0.812409538594975,7.20395144388385,-3.22507646983052,0.00630660976045317,0.762782427307877,-4.10497029573611
"23","GB43911",37,72,16,67,97,69,65,63,131,107,68,152,-0.774933250857166,3.42209758821765,-3.29115909345479,0.00553883454518403,0.762782427307877,-4.1562559237521
"24","GB44159",213,221,133,444,507,397,274,479,408,907,422,701,-0.77974873796292,5.8616844294496,-3.24739397293897,0.00603609553855232,0.762782427307877,-3.98264364582031
"25","GB44204",233,195,90,595,286,345,36,112,92,222,234,237,0.889400344391556,4.79483016966057,2.86576234480431,0.0127545680696292,0.762782427307877,-4.0975528775492
"26","GB44259",46,47,11,99,45,48,3,17,10,34,36,45,1.14842419812315,2.09675438572335,2.89829348248369,0.0119693618845016,0.762782427307877,-4.36744903121269
