"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB51383",158,164,112,324,340,325,84,52,68,241,55,138,1.56582880388394,4.43920024708574,5.66651822596269,6.44972761514003e-05,0.630267382551484,-3.65580354890109
"2","GB40167",16,7,6,19,9,35,6,9,7,12,16,8,0.827740584301941,0.801234782925982,2.38315166960527,0.0323181903830009,0.999366308634529,-4.49070317817655
"3","GB40299",372,909,295,1186,1188,3038,169,352,214,549,1725,482,1.31374176085995,6.55027219624489,2.55295884726186,0.0233656173481346,0.999366308634529,-4.22842076981374
"4","GB40700",1382,1131,899,1659,1784,1841,964,1075,1058,2002,1626,1338,0.466263187036988,7.70311582247848,2.38325162752244,0.0323120637839823,0.999366308634529,-4.33209061294758
"5","GB41010",8,1,2,10,12,15,14,12,11,22,23,19,-1.0052052054235,0.665917650020382,-2.79462711353865,0.0146332872729409,0.999366308634529,-4.46176277782812
"6","GB41291",8,3,3,10,18,28,45,9,11,44,24,18,-0.880658980087806,1.11375494758036,-2.31963594617878,0.0364426538300751,0.999366308634529,-4.48655747684041
"7","GB41469",737,446,276,596,735,603,566,417,426,622,579,520,0.40842995552342,6.34514016021464,2.45129400529784,0.0283888779964133,0.999366308634529,-4.24106399425498
"8","GB41647",39,19,42,54,34,166,24,12,26,76,22,40,1.01760761952496,2.498273634565,2.45218275719719,0.028340779575965,0.999366308634529,-4.40644541002892
"9","GB41659",373,283,213,713,659,964,746,575,569,1156,819,747,-0.366824049967625,6.50860372546174,-2.37129607823918,0.0330527345156588,0.999366308634529,-4.27452548469031
"10","GB41777",1607,2372,1493,1569,1404,4188,2312,1035,697,517,2767,1219,1.06763482210608,7.87497715183479,2.53195977528931,0.0243275153317704,0.999366308634529,-4.31065755227796
"11","GB42164",3,1,4,9,7,21,15,9,13,26,11,15,-0.955176998146989,0.496255038966065,-2.44294755911403,0.0288444073801282,0.999366308634529,-4.49343713749953
"12","GB42169",662,765,502,975,784,1034,863,710,440,807,925,623,0.476492544082865,6.82831671291094,2.31268620475279,0.0369230839151762,0.999366308634529,-4.30381139529579
"13","GB42195",270,354,172,335,312,501,365,199,285,372,285,300,0.402306246843607,5.54313297588928,2.38824577064321,0.0320073676719894,0.999366308634529,-4.22880153864719
"14","GB42219",27,16,6,18,25,29,27,10,5,29,11,8,0.828530651908053,1.25554475351774,2.39328082588087,0.0317029466327898,0.999366308634529,-4.47414606423291
"15","GB42264",457,1378,790,1221,673,897,520,617,381,543,611,338,1.189764457516,6.63473871219434,3.25005143926731,0.00599339826468252,0.999366308634529,-4.0605592972694
"16","GB42514",15,18,12,125,122,17,18,7,4,47,7,8,1.80104124936245,1.52870779301458,2.63592726077364,0.0199119412460637,0.999366308634529,-4.44185694274596
"17","GB42617",13,2,3,10,10,22,27,12,19,49,25,23,-1.19922133449266,1.11472437745854,-3.61907166310161,0.00290453540274214,0.999366308634529,-4.38015992592691
"18","GB42981",894,1224,424,1339,1202,946,746,576,707,1892,389,643,0.741762996945702,6.99587119780416,2.36726854666918,0.0333058644335571,0.999366308634529,-4.2991783476811
"19","GB43004",1938,2177,1549,2929,2894,5069,1732,1823,2358,2939,3011,1967,0.518885039426173,8.5327947209967,2.46250024295012,0.0277880860720926,0.999366308634529,-4.35515875358589
"20","GB43029",37,39,36,61,172,130,213,197,115,191,77,273,-0.952878620760252,3.99505119481974,-2.60852775198695,0.0209939244142928,0.999366308634529,-4.25605345539384
"21","GB43234",649,411,442,1507,1319,2433,1746,1257,1568,1996,1708,1555,-0.54630352421944,7.55214550744805,-2.47384622954864,0.0271922197749692,0.999366308634529,-4.30570087316082
"22","GB43402",43,67,26,70,55,83,57,45,32,62,53,39,0.500675710024824,2.96675672622617,2.36414423918428,0.03350349507054,0.999366308634529,-4.38747188920394
"23","GB43444",1300,780,727,1181,1133,1654,1509,518,973,1599,919,893,0.492691381365905,7.32921946599804,2.52615042924918,0.0246002861171599,0.999366308634529,-4.28092258150447
"24","GB43689",490,670,686,569,484,852,734,343,341,487,209,134,1.32171851322954,6.10673989537329,3.24718119896376,0.00602731186513381,0.999366308634529,-4.01859173907652
"25","GB43717",57,65,51,85,97,182,68,48,46,77,76,69,0.696501803184683,3.47007927096921,3.75104462417782,0.00224435826377532,0.999366308634529,-4.09337799107854
"26","GB43892",4900,2507,3158,7503,6345,3638,2093,2045,2572,6059,4119,3355,0.845576503174119,9.15027111814407,2.88181392482983,0.0123438954737125,0.999366308634529,-4.31727542079251
"27","GB44249",14,10,4,11,21,18,7,7,9,10,9,8,0.825787374655962,0.668163759207209,3.08104347576239,0.00835421354560877,0.999366308634529,-4.44213516710024
"28","GB44475",7,3,2,18,5,10,23,5,10,25,15,18,-0.887614699276333,0.582402838608,-2.5140773353687,0.0251766077043169,0.999366308634529,-4.48589184921514
"29","GB44708",5,16,3,5,9,8,22,9,12,37,16,19,-1.06246261011679,0.808108299522136,-2.89359030763767,0.0120629802231589,0.999366308634529,-4.44914232694269
"30","GB44978",29,15,7,43,37,58,107,31,40,61,57,58,-0.685974481468311,2.55488283714523,-2.79807523146573,0.0145353113062021,0.999366308634529,-4.35537870514076
"31","GB45270",17,5,7,29,31,49,50,25,25,54,43,39,-0.676123203732621,2.01265839102052,-2.41878174996074,0.0302030656055016,0.999366308634529,-4.4394580829819
"32","GB45413",85,23,42,188,189,208,240,142,149,215,268,212,-0.665126833472491,4.39163416627683,-2.35313537197005,0.0342087884059823,0.999366308634529,-4.28159063677686
"33","GB45755",34,12,15,24,20,22,16,15,5,26,17,12,0.792535305322566,1.39823489535706,2.31059527407954,0.0370687972867688,0.999366308634529,-4.47680636594576
"34","GB45938",35,34,48,22,23,16,6,10,15,16,11,22,1.29344789968355,1.55873568679201,2.41123676681052,0.0306396362604245,0.999366308634529,-4.46167657152808
"35","GB46041",43,27,31,62,66,94,130,51,103,94,84,70,-0.449749877806441,3.32870867533572,-2.33990898696127,0.035074796174879,0.999366308634529,-4.36565951353129
"36","GB46294",16,5,14,42,42,136,12,9,7,8,4,36,1.83075276203272,1.34735646494455,3.08830529063427,0.00823593653165425,0.999366308634529,-4.40876265244848
"37","GB46394",7,17,18,17,26,43,6,4,14,5,16,8,1.53018713735657,0.959537781009407,3.47747327487099,0.00383365036397824,0.999366308634529,-4.40055785640174
"38","GB46496",55,45,30,116,79,181,160,90,127,194,110,121,-0.482527010555009,3.89165483614253,-2.49670054040527,0.0260289449070633,0.999366308634529,-4.28333938421984
"39","GB46558",183,180,13,61,219,292,14,93,16,50,63,177,1.67647973422832,3.49167911017878,2.45064806747267,0.0284238845607666,0.999366308634529,-4.33691707597873
"40","GB46695",7,11,4,9,10,12,8,6,9,5,5,4,0.777337512703032,0.221511843606111,2.40974345613607,0.03072675365364,0.999366308634529,-4.50427447169445
"41","GB46978",93,114,60,146,124,145,135,88,71,121,115,85,0.419351408556533,4.01647339461644,2.45277893879668,0.0283085585062934,0.999366308634529,-4.27817698161475
"42","GB47113",360,699,200,692,477,693,479,394,233,575,500,340,0.586625581741546,6.07977292594848,2.30912705838841,0.0371714396824086,0.999366308634529,-4.26802637204828
"43","GB47217",94,213,91,304,226,247,209,114,117,127,136,131,0.709541206306614,4.58688223025783,2.9501430465702,0.0107992806478124,0.999366308634529,-4.09866094133518
"44","GB47358",7,10,7,16,12,38,38,20,27,26,28,30,-0.762252285557059,1.5589522217974,-2.81218141333498,0.0141411392853742,0.999366308634529,-4.42089517794065
"45","GB47387",25,34,16,30,30,38,54,35,55,52,60,55,-0.573411555793737,2.56187684987232,-2.65371920601167,0.0192385112778671,0.999366308634529,-4.37404176524471
"46","GB47521",1331,3585,1835,2132,2068,2844,2951,1143,1407,1797,1264,1174,0.92134252403858,8.14031727834563,2.83641094841819,0.0134883964874444,0.999366308634529,-4.26622794646528
"47","GB47696",182,137,67,149,103,166,97,93,75,170,140,74,0.591523758818825,4.14980170610708,2.30305420391022,0.0375988531038749,0.999366308634529,-4.30514256559646
"48","GB47885",19,28,21,44,47,59,106,43,98,70,66,39,-0.639032248067963,2.86936069954657,-2.32020973202746,0.0364032540693941,0.999366308634529,-4.4032886339089
"49","GB48083",5,1,2,9,12,22,27,13,13,14,12,16,-0.931644403275525,0.603030847376887,-2.39092639380857,0.0318449514447136,0.999366308634529,-4.49480883723466
"50","GB48148",3475,3188,2249,3363,5153,4642,3155,1256,4157,3696,3175,2952,0.670930200119654,8.94722111522606,2.69294440406073,0.0178310316869289,0.999366308634529,-4.3358368087623
"51","GB48153",6,2,2,8,9,10,15,7,7,23,12,10,-0.72166812604783,0.339982398653336,-2.54030459679305,0.0239407846835587,0.999366308634529,-4.49046014416092
"52","GB48438",11,9,6,8,11,17,8,1,3,16,9,8,0.981189785608925,0.310070572715998,2.45413252530623,0.0282355330660913,0.999366308634529,-4.49910998291849
"53","GB48505",2484,1549,1461,2814,3999,2702,2732,1294,1600,2739,1515,1417,0.749158827040657,8.30965432679029,3.79225487005518,0.0020711504340762,0.999366308634529,-4.11890004199252
"54","GB48841",265,1228,537,1124,733,3402,63,362,236,466,1571,346,1.73605761335445,6.39309220274198,2.53061646086242,0.0243903290542583,0.999366308634529,-4.22929762701411
"55","GB48842",113,270,146,327,217,1100,56,177,113,161,386,46,1.48538093613389,4.79677315075282,2.7732288401837,0.01525591343903,0.999366308634529,-4.14903530927326
"56","GB48843",600,716,288,1111,660,3480,84,552,229,743,1246,146,1.57482523680354,6.34639793358843,2.48311505413565,0.0267145510490406,0.999366308634529,-4.23833660037993
"57","GB48862",3412,4525,3394,6458,6196,28408,923,2985,2088,3903,12749,2243,1.37644966224457,9.36916476019215,2.4928011913681,0.026223981970351,0.999366308634529,-4.38790536360951
"58","GB49219",1,4,23,63,6,10,398,3,144,267,28,155,-2.96661782050144,2.06981130819019,-2.41481794205263,0.0304316753758445,0.999366308634529,-4.44888121941214
"59","GB49259",177,55,60,334,266,286,334,194,227,1015,314,364,-0.732086587622175,5.17117684325057,-2.30511029765002,0.0374536254946403,0.999366308634529,-4.2649734398176
"60","GB49902",74,62,33,86,102,135,287,80,151,175,91,135,-0.562296854052386,3.99091913367136,-2.45094373718033,0.0284078556333814,0.999366308634529,-4.28509245027417
"61","GB50014",26,12,10,42,42,51,81,33,33,58,54,42,-0.500952887832573,2.4539390095697,-2.32564274820478,0.0360321829268223,0.999366308634529,-4.4273916546465
"62","GB50313",8,16,13,29,28,51,5,2,7,1,17,11,2.2762807778741,0.738656747412906,4.21334696251738,0.000918246872543146,0.999366308634529,-4.36883502252684
"63","GB50386",14,7,6,32,33,23,47,17,27,49,37,34,-0.696336243109248,1.85038336690098,-2.7251893268803,0.0167495063994081,0.999366308634529,-4.41304423095238
"64","GB50882",9,3,5,14,13,17,6,2,2,12,8,7,1.05913480456451,0.157368019628365,2.99157139153284,0.00995732104881156,0.999366308634529,-4.4668545526106
"65","GB50889",55,34,37,86,86,117,68,45,36,90,56,64,0.462278665879254,3.22112341125333,2.67644284198815,0.0184105028553342,0.999366308634529,-4.31101373657599
