"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40012",80,31,36,176,125,51,76,123,140,78,256,183,-1.13883839337979,3.86882402994636,-2.53047299314961,0.0243831249575139,0.999759085210824,-4.28480654060641
"2","GB40420",22,11,31,26,17,31,5,10,6,23,31,7,0.745300667044733,1.28893096948787,2.22165050819624,0.0437772073251535,0.999759085210824,-4.49009427689728
"3","GB40933",9,5,23,7,6,19,10,15,15,19,14,16,-0.691708678745943,0.941017752157305,-2.21986494405356,0.0439232909023332,0.999759085210824,-4.50047473274633
"4","GB40945",653,751,1381,1269,1538,1446,263,506,667,1650,774,1015,0.497758452055596,7.08874389403108,2.51340541792377,0.0251949340474443,0.999759085210824,-4.27858790361496
"5","GB41275",46,34,63,34,54,46,10,27,25,13,39,34,0.804996093936718,2.30954798877764,2.52277673262379,0.0247460281733526,0.999759085210824,-4.41025143872925
"6","GB42164",3,1,15,9,7,21,4,9,13,26,11,15,-0.90098260939144,0.496255038966065,-2.23218361718563,0.0429246924320877,0.999759085210824,-4.51091449054214
"7","GB42219",27,16,27,18,25,29,6,10,5,29,11,8,0.983882679550563,1.25554475351774,3.10948550084348,0.00789266718921644,0.999759085210824,-4.41111053179278
"8","GB42425",75,323,228,199,182,362,28,58,41,338,78,117,1.07664369881212,4.28061673233424,2.46261730102781,0.0277671368630648,0.999759085210824,-4.27478782547519
"9","GB42603",43,15,31,60,56,64,20,56,43,81,96,62,-0.621408207531559,2.85844818804236,-2.40686412478048,0.0308799882538077,0.999759085210824,-4.38951613289168
"10","GB42701",8,6,12,17,13,28,5,26,22,62,13,27,-0.907929618845244,1.33159175707802,-2.42211724034334,0.029996739282755,0.999759085210824,-4.46892592530959
"11","GB42800",13,44,54,57,28,61,9,21,19,19,26,20,0.862183963376305,2.04993451050193,2.54867205569502,0.0235452509871201,0.999759085210824,-4.4223425403492
"12","GB42930",60,43,87,86,85,116,36,61,94,127,106,100,-0.305948391916728,3.60445217512108,-2.28923428477836,0.0385720921227805,0.999759085210824,-4.35388364342065
"13","GB43000",11,2,11,11,22,16,8,24,37,22,35,27,-1.31272773253152,1.28598813471529,-3.71661529787022,0.00239669250301728,0.999759085210824,-4.3616675082462
"14","GB43169",9,4,9,7,5,14,5,16,16,13,10,13,-0.772097557662697,0.582453387898272,-2.48609012418714,0.0265484891594188,0.999759085210824,-4.48938061175045
"15","GB43211",49,23,39,49,60,51,44,76,55,50,120,60,-0.706892699535568,3.03241607777948,-2.36893691884775,0.0331849226853293,0.999759085210824,-4.38385214398058
"16","GB43711",56,40,184,100,124,113,25,38,64,81,50,56,0.731595164864508,3.37930924600019,3.3483427569642,0.00493460062102232,0.999759085210824,-4.18132664946961
"17","GB43713",5508,8654,15148,13789,11839,22370,2387,3320,2688,17513,7963,10178,0.900595950291665,10.2878486332874,2.5713503660538,0.0225399402624626,0.999759085210824,-4.41832433067935
