"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40008",718,359,1352,394,1108,1349,697,1311,1649,1644,1556,2517,-0.57542289594887,7.35348315861001,-2.77538834165237,0.0152250594157115,0.999752562542858,-4.22327125630542
"2","GB40135",19,14,27,18,28,26,39,35,45,31,57,65,-0.697478993890223,2.26346394819584,-3.06886516901322,0.0085805554693623,0.999752562542858,-4.34240654768226
"3","GB40234",149,65,247,63,229,280,155,360,458,296,286,473,-0.707866100378959,5.05812924132096,-3.29156738598661,0.00554229123675354,0.999752562542858,-3.98523050437412
"4","GB40263",205,46,289,60,220,304,239,345,367,256,311,639,-0.755710171090367,5.12226188912456,-2.72594675305475,0.0167596862393484,0.999752562542858,-4.13994679762292
"5","GB40637",40,18,65,12,48,34,34,58,77,73,55,69,-0.502516811848094,2.74600898807944,-2.49360786896676,0.0262265046779778,0.999752562542858,-4.38215882991491
"6","GB40839",12,25,36,7,32,28,33,28,60,50,42,78,-0.78613497377872,2.25811377131022,-3.22124766212113,0.00636281595014718,0.999752562542858,-4.32577205099735
"7","GB41240",102,78,705,95,266,384,169,791,458,628,522,884,-0.993625403985171,5.60800400110961,-2.49467536924602,0.0261730124621166,0.999752562542858,-4.21069142375559
"8","GB41595",4,2,33,7,11,11,9,26,34,36,18,30,-1.07974899216943,1.13128246783194,-2.59892638433967,0.0214255927190608,0.999752562542858,-4.46147887995007
"9","GB41662",99,63,154,48,127,136,97,171,175,166,143,244,-0.360792041125213,4.26629492806072,-2.54224358524062,0.0238930149984838,0.999752562542858,-4.23171523872526
"10","GB41777",1607,2372,2312,1493,2767,1219,1035,697,517,1569,1404,4188,1.03496472980656,7.87497715183479,2.41411792850882,0.0305180647526242,0.999752562542858,-4.33096938653124
"11","GB41837",88,50,144,48,133,97,74,61,107,106,74,103,0.380288654715686,3.73124732576287,2.39682007590858,0.0315370809027834,0.999752562542858,-4.31442302577348
"12","GB42052",40,42,64,25,106,68,48,38,50,32,37,65,0.624933872234855,2.89368339524296,2.74667026948372,0.0160988867358482,0.999752562542858,-4.32796058534045
"13","GB42053",25506,21212,47664,6936,32831,15699,6919,1584,15808,8724,36283,15017,1.51052622712907,11.1124174942176,2.63919508092358,0.0198243608524315,0.999752562542858,-4.43243871047392
"14","GB42150",544,682,942,266,1199,1156,815,1505,1418,1311,1078,1796,-0.504649503681174,7.20292753326033,-2.44659224263401,0.0286893137899351,0.999752562542858,-4.2888696905893
"15","GB42324",50,68,136,76,190,78,54,53,35,54,96,110,0.874454629569874,3.53597033087045,2.63001068716062,0.0201790289212589,0.999752562542858,-4.28631372516541
"16","GB42460",34,5,14,19,13,6,88,53,31,79,70,17,-1.56743296565273,1.96531511891154,-2.40632044181629,0.0309734644401192,0.999752562542858,-4.44666872364102
"17","GB42783",10,4,5,1,8,9,11,11,24,7,15,31,-1.09976574814728,0.507606051384541,-2.91059408241259,0.0116972428183633,0.999752562542858,-4.45905237809637
"18","GB42884",22,7,33,9,27,26,19,26,77,45,47,91,-0.936252869630639,2.14615690517144,-3.26888846959647,0.00579464583251699,0.999752562542858,-4.3313983902184
"19","GB43330",4963,25417,16825,13981,17017,33210,5691,19351,4182,9364,9373,8471,1.31851793874068,10.8020049367823,2.56353521531223,0.0229356143938606,0.999752562542858,-4.43024159751669
"20","GB43712",169,162,490,108,328,369,215,360,532,527,360,627,-0.428331163552084,5.59330956515979,-2.41329757835025,0.0305656735316598,0.999752562542858,-4.22295983692124
"21","GB43823",1162,5179,5238,2280,3958,3848,961,2510,1459,2422,2262,4671,1.00940196720556,8.65261351335841,2.56645796869961,0.0228071142293636,0.999752562542858,-4.34009486764768
"22","GB44063",157,150,316,94,212,196,123,143,189,159,199,245,0.381158028649518,4.74803720295249,2.98135258694981,0.0101854478406914,0.999752562542858,-4.06637842218582
"23","GB44201",3,0,7,5,13,4,10,18,17,13,12,16,-1.46537538630634,0.243477199097918,-2.83420687739798,0.0135777440037745,0.999752562542858,-4.47050757250777
"24","GB44214",219,153,407,136,333,395,236,829,401,517,616,761,-0.690988936171624,5.79573586819226,-2.85918378449954,0.0129323042237811,0.999752562542858,-4.10407457224267
"25","GB44404",157,174,210,69,179,165,142,113,192,108,155,156,0.44917102729066,4.49940861625555,2.38705229339655,0.0321267475561254,0.999752562542858,-4.25129808973971
"26","GB44410",162,113,201,71,167,160,116,110,167,136,161,167,0.329212648854942,4.4337595363289,2.51965480923233,0.0249508145697823,0.999752562542858,-4.21892785987098
"27","GB44502",535,171,1105,378,769,1408,677,1109,1502,1274,1336,2746,-0.817385919583404,7.0878721290721,-2.49928818746612,0.0259430674562078,0.999752562542858,-4.27128206716229
"28","GB44709",268,151,333,128,336,294,334,234,589,690,374,871,-0.613010017864753,5.67959019132276,-2.98042130009763,0.0102040332193729,0.999752562542858,-4.06494927744958
"29","GB44783",146,104,241,73,199,195,122,134,186,143,163,208,0.287502307653516,4.55758933531286,2.70347821852707,0.0175060127468477,0.999752562542858,-4.15793353000578
"30","GB44962",10,2,43,5,24,32,18,18,48,60,42,57,-1.02812044288349,1.7579422683095,-2.39400170782438,0.0317061545280157,0.999752562542858,-4.45533620951761
