"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40058",22,10,43,32,28,41,62,48,57,69,49,64,-0.683287462900203,2.61476404434448,-2.3744258632775,0.0328539424096734,0.999945499759523,-4.41128229912534
"2","GB40091",144,55,80,73,153,110,34,91,65,111,112,101,0.601096288915922,3.76138646784184,2.86239814787426,0.0128190013388828,0.999945499759523,-4.21261872315137
"3","GB40163",3395,1836,2760,850,10065,7427,11173,9829,8365,9370,9645,12916,-1.34561047718994,9.78060668885706,-2.91191788169155,0.0116362216763275,0.999945499759523,-4.35305641278208
"4","GB40420",22,5,10,6,23,7,11,31,26,31,17,31,-0.785447300542983,1.28893096948787,-2.37708327362091,0.0326888681716141,0.999945499759523,-4.47545131959021
"5","GB40464",5,5,6,0,14,2,6,23,10,24,21,17,-1.64569895461878,0.272155065533906,-2.67409160340442,0.0184919532486034,0.999945499759523,-4.47978313783141
"6","GB40940",98,8,54,35,282,103,13,50,44,36,66,36,1.21578324099787,2.8696541017958,2.50030073925913,0.0258470788082137,0.999945499759523,-4.37280605256306
"7","GB41552",31,12,28,15,147,39,10,28,52,7,21,11,1.32964330551675,1.86348247698719,2.54849160572613,0.0235642203357948,0.999945499759523,-4.43118721029687
"8","GB41684",73,59,86,122,179,86,73,84,89,68,93,72,0.652562881806959,3.74553940500881,2.94900516497478,0.0108214135653983,0.999945499759523,-4.19614064300725
"9","GB41786",160,111,205,470,351,326,240,554,549,411,365,791,-0.529269206640997,5.67496451984004,-2.39644522282712,0.0315097457698251,0.999945499759523,-4.23804593027342
"10","GB42167",82,53,60,64,137,98,99,135,157,168,108,210,-0.487633722735468,4.02550654756727,-2.66404747519516,0.0188551622305431,0.999945499759523,-4.23186300762017
"11","GB42428",48,38,83,84,116,142,109,179,247,206,137,283,-0.864944207390164,4.2061445842605,-4.06816495370624,0.00121298487923625,0.999945499759523,-3.92351502364637
"12","GB42467",19,16,28,103,60,153,203,175,93,407,103,288,-1.56462031644256,3.82448782540564,-3.1090592319175,0.0079053607440688,0.999945499759523,-4.19155869449908
"13","GB42800",13,9,21,19,19,20,44,54,57,26,28,61,-0.996785876669425,2.04993451050193,-3.2323292961437,0.00620446785671644,0.999945499759523,-4.3455993873918
"14","GB43079",22,7,16,15,27,12,4,13,10,14,11,26,0.719888342830207,1.07484904081098,2.48780817144519,0.0264727101150958,0.999945499759523,-4.47224485088619
"15","GB43129",3565,1571,2640,1590,14546,10935,9686,9826,8694,8414,11400,15497,-1.10655590026468,9.94493039271681,-2.62210546398331,0.0204480993550416,0.999945499759523,-4.39683062851573
"16","GB43169",9,5,16,16,13,13,4,9,7,10,5,14,0.883893106601956,0.582453387898272,3.0711865273699,0.00851575179681678,0.999945499759523,-4.4462378438994
"17","GB43509",226,538,574,172,951,986,7,161,604,44,982,184,2.04175570719455,5.28395576185337,2.39944885911813,0.0313304976403342,0.999945499759523,-4.25482913757301
"18","GB43694",20,14,18,20,21,33,28,43,40,41,37,68,-0.672214866198114,2.18679259712254,-3.04830926364212,0.00890689059987361,0.999945499759523,-4.35253288240432
"19","GB43713",5508,2387,3320,2688,17513,10178,8654,15148,13789,7963,11839,22370,-0.927496131707969,10.2878486332874,-2.68412842683782,0.0181358043250569,0.999945499759523,-4.40221854530753
"20","GB43790",29,9,33,70,81,86,4,30,34,24,59,51,0.995431806836924,2.34781896254467,2.40066081397854,0.0312584473075887,0.999945499759523,-4.42193908628694
"21","GB43825",9260,4670,3952,4897,12689,8355,5620,31012,13278,11945,17391,19876,-0.718112660220712,10.5720348664361,-2.43507521575083,0.0292772662042111,0.999945499759523,-4.44132578825441
"22","GB43943",14,6,18,12,16,22,11,33,22,39,25,45,-0.607884325148612,1.59687729918073,-2.43151858927087,0.0294763212953809,0.999945499759523,-4.45702398570818
"23","GB44005",215,86,210,360,584,349,157,280,217,202,319,258,0.524454812353573,5.23986370086023,2.67531495534931,0.0184481824093532,0.999945499759523,-4.14423283127124
"24","GB44120",102,120,100,138,221,274,303,717,349,1841,470,445,-1.57156098962581,5.46696402020705,-4.41410294829171,0.000626356678591374,0.999945499759523,-3.78573299792325
"25","GB44224",18,23,21,52,27,32,17,17,19,15,22,25,0.85020755775214,1.83498067919039,2.71891476061443,0.0169523440664375,0.999945499759523,-4.41276169485697
"26","GB44514",333,216,348,414,453,531,143,476,343,333,455,531,0.447861190302388,5.79667672948942,2.81169221812212,0.0141523687726376,0.999945499759523,-4.11511271539943
"27","GB44616",46,29,32,28,74,53,78,102,68,92,109,142,-0.840112021730067,3.2849883239725,-3.85965043803301,0.00181601307088184,0.999945499759523,-4.11725607440655
"28","GB45406",39,18,52,50,71,66,58,73,108,154,73,216,-0.778637130651162,3.40090307528765,-2.83181009435864,0.0136078109332762,0.999945499759523,-4.26920815432626
"29","GB45746",529,204,418,302,873,1155,1850,1006,2325,795,1006,1018,-1.04943759168158,6.90696379713431,-2.70674207601504,0.0173576544601011,0.999945499759523,-4.21930221012938
"30","GB45861",237,320,370,90,269,475,56,162,126,265,122,171,1.26593083599793,4.86869726637171,3.07745571644587,0.00841157318004097,0.999945499759523,-4.05649142195164
"31","GB46175",77,28,53,30,162,116,155,175,177,169,115,222,-0.926687799084164,3.99175593031858,-3.18157874153435,0.00685540363480223,0.999945499759523,-4.13404242990835
"32","GB46334",126,61,139,155,186,142,71,131,107,143,104,168,0.503015075815521,4.24109576995965,3.59967706599185,0.00301603921947812,0.999945499759523,-3.98128072235346
"33","GB46421",7,10,10,13,11,15,10,36,25,20,16,32,-0.671169475010478,1.27100813358543,-2.37072383379223,0.0330852289858011,0.999945499759523,-4.4763809663752
"34","GB47042",445,170,323,136,545,479,103,108,246,336,223,278,1.01757758317985,5.25081378140601,3.05301178066391,0.00882506195213572,0.999945499759523,-4.04148885006707
"35","GB47217",94,91,114,117,127,131,213,209,304,136,226,247,-0.623927402063792,4.58688223025783,-2.41431571193114,0.0304575101147388,0.999945499759523,-4.25230910849884
"36","GB47438",11,4,10,4,23,14,9,38,23,24,17,29,-0.802530811611962,1.16777359811502,-2.59136240581274,0.0216977374871625,0.999945499759523,-4.46028616357679
"37","GB47499",52,65,63,229,112,92,144,257,361,136,150,294,-0.874970279256881,4.39855150973098,-2.61518200860461,0.0207232957131478,0.999945499759523,-4.21847999373807
"38","GB47536",47,13,45,54,39,32,2,26,16,27,15,17,1.59992354473915,1.79458312324647,4.23532653645306,0.000880074132996091,0.999945499759523,-4.27868735359299
"39","GB47549",18,15,19,25,24,19,7,12,15,18,8,25,0.899667874301809,1.3454099230887,3.2119044647113,0.00645867377524426,0.999945499759523,-4.39510510620117
"40","GB47722",56,19,77,25,96,37,28,25,32,39,32,46,0.819373554664602,2.57645352753183,2.51627440162097,0.025067782314101,0.999945499759523,-4.39079171564634
"41","GB47849",191,194,277,505,950,761,709,1415,834,530,736,1189,-0.784807727094499,6.48595330879238,-2.63114020270677,0.0200943022688503,0.999945499759523,-4.21053601136672
"42","GB47947",1563,1351,2384,2432,2734,2026,2479,4099,5478,3172,3107,7255,-0.58659963523823,8.77365990212946,-2.52921530611863,0.0244530581765184,0.999945499759523,-4.35846416714178
"43","GB48048",70,50,97,98,117,111,48,95,79,110,86,105,0.39373363398347,3.73228846239175,2.60068097442733,0.0213113560262568,0.999945499759523,-4.27177592451883
"44","GB48085",75,33,84,52,131,86,22,80,51,52,105,73,0.638760925742293,3.30720823217615,2.78852757205229,0.0148058698952431,0.999945499759523,-4.28117451845412
"45","GB48188",178,85,130,204,168,190,65,173,126,133,188,169,0.525401218411495,4.47502162055174,3.05303384178902,0.00882467982773051,0.999945499759523,-4.07929429105974
"46","GB48552",308,161,262,241,521,300,152,363,278,282,315,342,0.375567287116022,5.43391114291024,2.8490106914156,0.0131585565089149,0.999945499759523,-4.09431620021965
"47","GB49386",17,12,24,77,114,131,76,260,65,158,188,115,-1.09165833700219,3.51880004645397,-2.49110968036949,0.0263059706590096,0.999945499759523,-4.3291098852212
