"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40095",243,154,170,318,350,314,318,443,332,311,319,489,-0.405233241048193,5.1058794193747,-2.39632156302615,0.0322494110991472,0.999274630049076,-4.17315195184515
"2","GB40421",23,3,7,32,28,31,24,41,33,19,58,48,-0.873970348372324,1.45684684720069,-2.62644675528393,0.0208809486575412,0.999274630049076,-4.40258959031295
"3","GB40425",76,18,22,96,118,102,31,70,21,18,61,44,0.881444559629493,2.40495365188977,2.56461213595282,0.0234827525632191,0.999274630049076,-4.34582891766525
"4","GB40464",9,15,6,12,21,13,9,36,28,11,45,51,-0.958886751101918,1.02377858319649,-2.52148314960808,0.0254805899618939,0.999274630049076,-4.43624090900549
"5","GB40523",19,21,21,32,50,65,32,113,41,38,111,64,-0.784575505180539,2.31033960442564,-2.90956527946815,0.0121462862276388,0.999274630049076,-4.29857944820521
"6","GB40871",50,22,47,42,74,78,46,96,71,43,134,157,-0.603489605920067,2.85978943788915,-2.50344621906015,0.0263639326598739,0.999274630049076,-4.31949098722599
"7","GB40963",10,7,12,25,24,16,23,29,25,27,26,33,-0.696505469635584,1.21074099291521,-3.03850837329856,0.00947665626675826,0.999274630049076,-4.36934272039329
"8","GB41315",16,4,2,8,14,12,14,16,12,13,21,27,-0.874798585342616,0.433630193025873,-2.5542726142686,0.0239474235986804,0.999274630049076,-4.45582718090618
"9","GB41326",88,99,32,80,148,129,52,61,35,26,48,60,1.09784703165199,2.85925981221756,3.31638476678068,0.00554666420309786,0.999274630049076,-4.16885768835189
"10","GB41407",50,18,27,43,97,28,34,26,21,18,38,20,0.791732663772702,1.84983014687272,2.60929382354375,0.0215732183025809,0.999274630049076,-4.37871659958598
"11","GB41675",73,36,49,67,141,83,76,125,80,79,164,119,-0.40971620916973,3.27740377231082,-2.74543959471548,0.0166402524486129,0.999274630049076,-4.22428808270533
"12","GB41736",44,7,10,51,44,14,11,16,18,6,7,13,1.19583171221398,0.875337954950591,2.5781864952966,0.0228859428445519,0.999274630049076,-4.43763464548495
"13","GB41890",15,6,8,20,28,26,41,32,21,39,29,25,-0.741673335002848,1.32602119012758,-2.43904823071021,0.029764749619823,0.999274630049076,-4.43221343514727
"14","GB41987",108,44,82,95,108,130,53,106,64,81,92,74,0.393135014492498,3.26053722764878,2.52323340266583,0.0253964094197427,0.999274630049076,-4.27524223192127
"15","GB42188",932,437,539,944,1382,1229,678,1303,1039,1370,1569,1855,-0.402452299022773,6.87778324751615,-2.55267087878786,0.0240201990326144,0.999274630049076,-4.20138107809014
"16","GB42271",31,13,14,27,43,40,29,19,15,8,19,21,0.762077026096463,1.30374540219111,2.49727193920155,0.0266730422790756,0.999274630049076,-4.42521223922737
"17","GB42609",31,18,38,87,55,40,40,127,66,56,75,137,-0.764418914904886,2.67996883300888,-2.81698080388582,0.0145094978313548,0.999274630049076,-4.27813797498605
"18","GB42865",644,336,407,673,843,920,623,998,695,907,946,1077,-0.364418248034688,6.36699461261567,-2.65061214303461,0.0199422001176737,0.999274630049076,-4.13523026324113
"19","GB43015",295,173,218,381,512,434,259,426,434,431,562,602,-0.322374182903126,5.41413964525068,-2.42867050848059,0.0303508014599267,0.999274630049076,-4.16220965271892
"20","GB43028",29,26,12,19,21,24,13,20,10,3,14,8,1.1428359000058,0.78396866659949,2.7637096396433,0.0160685859347364,0.999274630049076,-4.42286109634022
"21","GB43627",27,12,12,24,56,26,26,66,28,23,64,48,-0.591996301593134,1.7985812506253,-2.39949950356504,0.0320579723756697,0.999274630049076,-4.4120461375618
"22","GB43908",1114,500,505,1005,1780,1039,534,822,462,418,1175,823,0.609112743173082,6.46888995075173,3.1233418044792,0.00804721019470932,0.999274630049076,-4.00521413943862
"23","GB44043",50,35,15,42,17,10,11,8,17,3,2,8,1.85883575089147,0.601622646730928,2.74306553708411,0.0167159838098455,0.999274630049076,-4.43133330468098
"24","GB44089",27,12,19,30,40,39,37,39,33,54,51,58,-0.567812786134182,1.98149968427327,-2.80185582316801,0.0149363895363265,0.999274630049076,-4.34224224391105
"25","GB44099",39,15,41,36,45,34,32,41,59,54,112,111,-0.734123503720611,2.39029353076534,-2.65046810765155,0.0199476718214561,0.999274630049076,-4.33328530769225
"26","GB44148",285,137,238,384,737,601,284,600,707,422,763,1038,-0.609479584471686,5.68683174570134,-2.67531000284753,0.0190252698575624,0.999274630049076,-4.0906761207056
"27","GB44192",263,233,191,344,186,120,239,417,402,382,432,538,-0.789963133005325,5.05122713358566,-2.48004607261314,0.0275540116851045,0.999274630049076,-4.15052207751979
"28","GB44367",126,49,44,139,100,515,6,162,54,52,70,2,2.1381395431762,2.70258349681012,2.5375899478983,0.0247159779926406,0.999274630049076,-4.33688222076171
"29","GB44657",28,17,34,60,116,70,35,80,69,68,149,132,-0.636648909703986,2.79450478324886,-2.41170227679447,0.0313329328990801,0.999274630049076,-4.34343908684725
"30","GB45558",5,4,9,11,10,17,10,29,12,13,19,17,-0.705758338554377,0.46500897741739,-2.72345318926185,0.0173546515038928,0.999274630049076,-4.43917067977299
"31","GB45861",835,564,215,264,431,1133,176,317,103,141,903,65,1.51550263824968,5.13167809436998,2.60602010549968,0.0217078516516025,0.999274630049076,-4.12015134179762
"32","GB45969",49,58,107,88,108,63,48,116,167,132,333,358,-0.989207145034764,3.65036371165787,-2.62514851412298,0.0209325797115442,0.999274630049076,-4.21482191336053
"33","GB46022",170,95,136,197,326,228,114,184,120,161,248,170,0.322642294779425,4.28762287776126,2.82229286053024,0.0143624337731717,0.999274630049076,-4.07663383737879
"34","GB46276",296,47,125,82,216,158,157,51,61,4,93,13,2.0331465425934,3.0129478108468,3.00596690237642,0.0100897075873298,0.999274630049076,-4.21807103308829
"35","GB46330",337,219,273,343,714,610,459,630,546,409,690,805,-0.444472773139533,5.75013357840675,-2.67862109977545,0.018905510758047,0.999274630049076,-4.08969061783339
"36","GB46439",43,21,33,60,46,52,25,38,29,40,38,28,0.483515559334433,2.07818485805405,2.43647810188134,0.0299088706414874,0.999274630049076,-4.38896311104556
"37","GB46696",496,277,539,626,1039,886,417,1119,705,783,1841,1096,-0.418462062633722,6.38979042475072,-2.52675147345485,0.0252280151283114,0.999274630049076,-4.17499248767106
"38","GB46746",48,20,40,52,56,51,27,42,20,34,36,28,0.64858883144549,2.06392111173971,3.51056623247766,0.00381762838262426,0.999274630049076,-4.2368371413591
"39","GB47009",784,566,587,1085,1617,1410,995,1545,1390,1342,1739,2482,-0.552927613925591,7.09685236624784,-3.19811732932514,0.00696679582349092,0.999274630049076,-4.05245076556483
"40","GB47057",534,322,453,627,955,731,551,856,776,876,794,1114,-0.359176962524958,6.28998275098024,-2.53262549220153,0.0249492528192209,0.999274630049076,-4.16598746729946
"41","GB47059",122,65,91,119,159,143,115,182,157,190,172,194,-0.399367134026962,3.97572122706499,-2.74679976537768,0.0165970151403328,0.999274630049076,-4.13697022488205
"42","GB47217",203,112,92,236,209,209,100,414,229,237,396,426,-0.555249107261275,4.61155180774046,-2.45512073672944,0.0288784818015443,0.999274630049076,-4.17117620882885
"43","GB47341",248,97,133,216,315,250,129,236,128,175,248,172,0.325055361245865,4.41448310945624,2.47467088731171,0.0278345987051618,0.999274630049076,-4.17314245125275
"44","GB47396",320,155,433,484,571,482,295,882,430,500,855,593,-0.370437690130389,5.71589580952293,-2.40238515514651,0.031885083149859,0.999274630049076,-4.17951031613327
"45","GB47499",303,79,144,139,247,212,300,397,224,382,279,364,-0.726569948353322,4.75014645683791,-3.02710373531667,0.00968717701153508,0.999274630049076,-3.98507052183615
"46","GB47932",48,31,42,91,94,31,44,147,77,153,112,115,-0.832973972829512,3.04126097884514,-2.91554465689749,0.0120074515782252,0.999274630049076,-4.21974173386324
"47","GB47975",273,57,167,272,227,277,93,83,125,185,201,130,0.772084676330759,4.17119291524331,2.8478636349283,0.0136747809532962,0.999274630049076,-4.08705845824843
"48","GB48140",874,464,674,1214,1147,1264,738,1655,1302,1220,1632,2026,-0.451651510917665,6.98275364227175,-3.13693578248256,0.00783904544125043,0.999274630049076,-4.05586238542762
"49","GB48301",370,178,307,532,651,541,279,930,670,440,964,1138,-0.561507345404011,5.87992629629857,-2.90837242261316,0.0121741722752505,0.999274630049076,-4.02524512129231
"50","GB48659",146,65,73,156,134,117,79,88,80,92,117,83,0.46838628602425,3.51151085330886,2.44976438507085,0.0291709876216211,0.999274630049076,-4.26706085632408
"51","GB49327",37,42,63,63,76,69,36,129,112,89,142,87,-0.584925310120592,3.05595322927876,-2.55266361098748,0.0240205297349345,0.999274630049076,-4.29086596082811
"52","GB49328",132,73,129,136,271,241,88,199,78,77,222,132,0.456931629555961,3.95459596709398,2.4061220644699,0.0316625174983359,0.999274630049076,-4.23470532602687
"53","GB49355",171,89,176,233,290,300,138,366,218,245,509,326,-0.337848513619791,4.74216072883857,-2.40502486618961,0.0317277106181346,0.999274630049076,-4.17898777654737
"54","GB49722",9,5,7,10,22,13,11,25,11,17,30,24,-0.693433632055326,0.684738250124052,-3.27089734516627,0.00605480251913384,0.999274630049076,-4.37870988602364
"55","GB49799",149,72,115,168,158,204,202,175,222,449,342,330,-0.819182028657227,4.47677026987593,-3.20295953087589,0.00690205709582918,0.999274630049076,-3.95878792701701
"56","GB49876",327,164,183,557,790,472,240,481,132,175,295,239,0.736489772859826,5.0730983413649,2.84426238063325,0.0137696283832955,0.999274630049076,-4.02332621072612
"57","GB49878",1823,215,163,4113,8357,1333,1173,391,172,78,210,315,2.18942883550329,6.03968185694903,2.63188037901971,0.0206661939531408,0.999274630049076,-4.14766934001593
"58","GB49977",310,178,227,361,594,513,290,577,418,417,598,609,-0.329797781158774,5.51019225811273,-2.74173412115958,0.0167586029890283,0.999274630049076,-4.05864950955656
