"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40029",34,101,49,97,62,97,18,19,46,19,32,51,0.782000165637639,2.34843488839135,3.01649402780508,0.0099244001575515,0.57496690798153,-4.26595040102246
"2","GB40426",93,264,128,248,209,234,74,40,73,95,107,158,0.603748089523646,3.84190990706159,3.38734426001748,0.00486245690301833,0.57496690798153,-3.96484466994435
"3","GB41000",412,445,397,422,370,367,513,261,270,659,510,526,-0.613054750222411,5.58208421594931,-2.93349548566149,0.0116406787468792,0.57496690798153,-3.95217891715225
"4","GB41064",52,145,50,78,161,363,9,2,84,31,32,46,1.78254050354352,2.48099736607497,2.9280218010817,0.0117636833088681,0.57496690798153,-4.2811060274479
"5","GB41076",45,81,69,136,92,117,29,18,53,50,39,62,0.615106553836591,2.73389426099634,3.00906067404163,0.0100672763839487,0.57496690798153,-4.22107785037015
"6","GB41138",58,171,131,238,163,328,38,33,51,52,55,132,1.06538258091193,3.42410402570799,3.50475891401646,0.00388143110604687,0.57496690798153,-4.02727967130248
"7","GB41163",237,324,177,278,258,271,206,123,233,260,299,333,-0.38761520233651,4.80282553415443,-3.55692684504755,0.00351230103545578,0.57496690798153,-3.74828562213923
"8","GB41294",190,345,299,297,299,309,321,161,219,358,369,378,-0.528274375436198,5.04503154125654,-3.40171843569823,0.00473002475839046,0.57496690798153,-3.78458481217502
"9","GB41343",60,124,68,123,104,174,28,27,51,38,58,104,0.645464880752212,2.98285327410241,3.02683486275066,0.00972898441590292,0.57496690798153,-4.18553087477204
"10","GB41346",324,595,355,542,530,625,208,143,259,242,285,303,0.530410032701766,5.26997550540709,4.82103288628623,0.000334522116337669,0.57496690798153,-3.43104921992257
"11","GB41495",1106,2811,2459,5878,2703,4517,649,440,1144,1153,1759,2241,0.924865521250559,7.65293113628738,3.32413618073187,0.00549061059051968,0.57496690798153,-4.03966042904801
"12","GB41648",245,216,207,245,228,257,208,162,190,290,345,258,-0.528260079383494,4.74990861162494,-3.42315271874011,0.00453927293787218,0.57496690798153,-3.79413100057143
"13","GB41666",11,16,13,19,17,18,4,2,6,12,9,11,0.701246180133631,0.260324371048327,2.99298574325351,0.0103832748263849,0.57496690798153,-4.41781001190667
"14","GB41815",76,256,112,277,225,249,40,32,93,110,91,116,0.799692001565081,3.718031688108,3.16105461299538,0.00751451863372268,0.57496690798153,-4.04877585284192
"15","GB41875",50,64,75,94,95,106,30,23,36,40,49,62,0.508041323913103,2.66346981712903,2.98921510867991,0.0104588115700587,0.57496690798153,-4.23252084506583
"16","GB41997",17,72,34,76,49,88,15,5,21,8,22,41,1.15477936337166,1.67796553575544,3.09986570651117,0.00845369937049896,0.57496690798153,-4.32268125037142
"17","GB41998",28,40,26,57,42,61,4,4,15,13,16,35,1.24760384821734,1.32586690151256,4.18212401533163,0.00107600640906638,0.57496690798153,-4.2450156358029
"18","GB41999",23,52,28,98,90,79,11,2,19,22,24,46,1.21286699354149,1.74019923887589,2.9313736313728,0.0116882092385062,0.57496690798153,-4.34040859832973
"19","GB42170",134,200,130,166,171,175,180,119,175,233,221,134,-0.587403384045714,4.26290183207855,-2.95176865800331,0.0112391910570683,0.57496690798153,-4.00022738403215
"20","GB42317",87,184,64,200,159,152,30,28,60,75,61,89,0.806226139772696,3.26032910472796,3.8003471054448,0.0022078969812045,0.57496690798153,-3.99228771061156
"21","GB42823",74,46,48,42,47,46,47,33,50,66,60,90,-0.708886681517121,2.60117209754602,-3.11040330584106,0.00828398958597336,0.57496690798153,-4.21421224480792
"22","GB43330",12159,5405,7016,8676,6002,9438,11759,8939,16619,19572,9769,9429,-1.15621776314709,10.1280071090074,-3.51999343434028,0.00376974528921456,0.57496690798153,-4.20051342586161
"23","GB43497",34,84,36,113,42,136,12,11,35,26,21,51,0.991104475041755,2.14625398482438,2.96620476306325,0.0109317331938711,0.57496690798153,-4.29659807082291
"24","GB43505",124,112,102,119,117,121,117,73,119,186,137,114,-0.565673701153781,3.7656092330756,-2.92956518112032,0.0117288708908686,0.57496690798153,-4.08058852182523
"25","GB43508",1584,1606,856,2659,3317,1955,713,376,687,389,830,1594,0.921732436895242,6.99999468117418,3.13607684351105,0.00788460979857418,0.57496690798153,-4.02497955920593
"26","GB43578",8,19,11,13,9,22,8,8,16,17,22,24,-0.702320631517961,0.701294390597837,-2.92961704309049,0.011727702866183,0.57496690798153,-4.40477604818309
"27","GB43676",140,220,130,260,190,251,82,43,107,69,131,189,0.507178398993228,3.94756774680128,3.00988698169161,0.0100512935514526,0.57496690798153,-4.04426710404242
"28","GB43730",44,96,51,132,92,101,25,15,39,34,42,65,0.741318558155315,2.58768912644811,3.72882633165121,0.0025295462008404,0.57496690798153,-4.12326728008908
"29","GB43780",7,25,42,20,15,23,18,13,48,58,38,54,-1.33393630772945,1.57449209460449,-3.67415330988354,0.00280734666208509,0.57496690798153,-4.25883446877801
"30","GB43818",329,424,335,885,420,529,180,140,243,243,351,230,0.528856275232529,5.19998621719617,3.09464498487331,0.00853906002016243,0.57496690798153,-3.90638510031129
"31","GB44130",66,53,42,76,51,48,75,42,43,96,74,69,-0.718364829465159,2.77837659764059,-3.12989084098765,0.00797904592892832,0.57496690798153,-4.18750432549247
