"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40112",169,194,71,107,166,234,113,234,222,488,333,444,-0.692199779932894,4.52886480929488,-3.98148880785702,0.00155983024285444,0.999988611891789,-3.7442702544277
"2","GB40441",94,117,37,74,101,112,48,63,74,105,84,123,0.300655004381549,3.23443728299671,2.50013245965071,0.0265502523817637,0.999988611891789,-4.28262688409369
"3","GB40967",1213,1125,1104,1621,867,3337,1270,3737,7831,11007,3068,3294,-1.26539374032208,8.08313466555384,-2.89877887131226,0.012415097166951,0.999988611891789,-4.19334644093462
"4","GB40969",336,217,148,127,355,322,193,412,490,1311,569,776,-0.962769659384326,5.33984044771767,-3.45131747332882,0.00428557340576178,0.999988611891789,-3.84866170025506
"5","GB41249",9,16,4,10,15,16,9,16,11,34,31,36,-0.68631990223701,0.792828234550361,-2.70584863966841,0.0179655956615973,0.999988611891789,-4.42758494845783
"6","GB41279",38,49,21,24,37,28,29,52,66,88,46,58,-0.556369195718866,2.2581165289479,-2.55076930526183,0.0241268574773036,0.999988611891789,-4.35984421093894
"7","GB41311",1102,1107,458,788,1766,1204,1416,1953,981,6269,1512,2230,-0.770530265361121,7.32603147697684,-2.68487953694681,0.0186988731972209,0.999988611891789,-4.19247946446201
"8","GB41730",62,154,31,74,66,107,58,98,120,191,163,325,-0.711700493791158,3.54105082144136,-2.9408411633665,0.0114509695153398,0.999988611891789,-4.14941640808414
"9","GB41767",124,129,107,154,99,225,114,211,405,298,227,479,-0.803534823964572,4.43360989563912,-2.84896301738617,0.0136610482410667,0.999988611891789,-4.065814587107
"10","GB42492",96,90,74,45,72,99,94,125,103,200,105,240,-0.650821056022829,3.55923293583273,-2.90030549976281,0.0123787409857028,0.999988611891789,-4.15503132774494
"11","GB42639",26,3,8,1,10,12,20,16,34,46,22,14,-1.4685067444551,0.601050801190375,-2.46929409502229,0.0281394007634948,0.999988611891789,-4.45855681950742
"12","GB42692",200,244,81,95,117,222,257,140,255,375,390,395,-0.734321023307242,4.55668103993914,-3.24642374826659,0.00635702442471923,0.999988611891789,-3.93707911966997
"13","GB42701",27,32,7,13,13,23,13,20,56,56,42,42,-0.758054948650934,1.49298609015602,-2.51533876235517,0.0257988392843132,0.999988611891789,-4.41451191554017
"14","GB42884",42,61,15,24,47,86,23,53,88,142,87,144,-0.740606225986455,2.66993196027603,-2.55318274565052,0.0240168595602762,0.999988611891789,-4.32740965473212
"15","GB42985",667,1094,266,1058,618,709,276,609,315,400,414,1156,0.740168956950656,6.00646571264637,2.51828378685001,0.0256557031169045,0.999988611891789,-4.15010617437691
"16","GB43316",7,17,5,9,13,10,14,13,21,26,12,24,-0.624412880229656,0.623802434153467,-2.54587943313289,0.0243512203707583,0.999988611891789,-4.45068234567547
"17","GB43362",112,795,163,416,240,460,74,317,164,107,176,195,1.16038753969258,4.6287923456764,2.73313249673594,0.0170534463138709,0.999988611891789,-4.08735098478516
"18","GB43377",88,125,36,89,152,54,22,60,43,87,61,83,0.765355373250487,2.94450006136021,2.79262552222831,0.0152189192799857,0.999988611891789,-4.25295000556973
"19","GB43392",1064,1774,857,999,1302,1272,782,955,836,1073,724,811,0.666683543156626,6.85347320700543,3.27423142601192,0.0060254538070732,0.999988611891789,-3.99931499290381
"20","GB43464",447,507,214,367,427,422,236,309,320,476,339,531,0.331905891903017,5.41104172258893,2.96438456195589,0.0109440583241749,0.999988611891789,-3.9777259422361
"21","GB43670",31,10,7,10,8,8,22,7,37,62,78,31,-1.36737377753457,1.10652084887276,-2.61963995393227,0.0211718490856434,0.999988611891789,-4.42313680730672
