"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40031",803,778,1226,717,511,908,787,809,865,931,859,700,0.524653722951077,6.54162494487228,3.70556857717452,0.00263295830980973,0.659106950315841,-3.81154471969336
"2","GB40069",18,15,45,48,16,11,93,37,99,61,77,169,-1.27382340146391,2.28705859819274,-3.20518322202883,0.00688198008794112,0.659106950315841,-4.25372174109193
"3","GB40313",320,198,437,335,125,207,424,348,838,613,557,682,-0.566968666480427,5.42025017616241,-3.42982991190715,0.00446565840838097,0.659106950315841,-3.81119593696764
"4","GB40535",15,12,14,11,10,13,6,13,15,11,11,6,0.854340075627613,0.404429944754475,3.27570253828179,0.00600768838911413,0.659106950315841,-4.39082184267908
"5","GB40779",3608,3124,5925,3353,2638,3678,3548,4098,3577,3805,3772,4088,0.48786568724139,8.73513195960685,3.03848703399917,0.00948845519474947,0.659106950315841,-4.18744679676758
"6","GB40801",697,546,853,560,435,615,551,733,735,693,664,558,0.467285119083874,6.17475862064386,3.50860706754256,0.00383857693636646,0.659106950315841,-3.81859497546662
"7","GB40810",214,187,239,184,143,188,103,170,212,178,238,116,0.76554591923712,4.34164872472333,4.69607093239241,0.000415824536819839,0.659106950315841,-3.54588732681543
"8","GB40939",1434,1134,1504,1072,876,1315,1356,1264,1161,1149,1131,1097,0.589419623204545,7.10540800175559,3.25884936294798,0.00620593005874555,0.659106950315841,-3.99951357511766
"9","GB41078",175,94,131,108,86,98,107,122,118,109,100,87,0.629458289680098,3.65788463443975,3.25618810110917,0.00623782889769124,0.659106950315841,-4.02525686405462
"10","GB41117",212,189,516,282,116,213,322,363,715,651,651,460,-0.548892545947858,5.29064415113681,-3.28840587879238,0.00586247386672034,0.659106950315841,-3.85398629025129
"11","GB41213",266,219,238,207,159,198,199,254,257,182,228,162,0.565909009408446,4.60690464719756,3.22103814737604,0.00667490811787828,0.659106950315841,-3.88336533945644
