"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54776",695,651,1061,814,1224,620,1808,1897,896,2723,1573,2541,-1.18754086052904,7.76831964170184,-5.97731804493018,3.50719238955685e-05,0.171063308800636,1.68121992604338
"2","GB55910",80,45,57,50,79,79,23,35,18,30,22,34,1.28004534017966,2.89378107148603,6.12459340878211,2.72972344425801e-05,0.171063308800636,1.29642613382562
"3","GB42412",44,53,60,40,72,56,17,36,13,34,28,46,0.9688042140779,2.77857164481404,5.26306023919499,0.000123388371505381,0.285054729356342,0.348119283366928
"4","GB49878",56,186,94,385,113,39,476,1016,250,531,429,876,-2.41577581742452,5.44909194503547,-5.16999815241155,0.000146106985831031,0.285054729356342,0.883817916540055
"5","GB55516",133,130,84,76,171,150,34,105,30,47,53,48,1.31196477269503,3.78220331149203,5.25384741419921,0.000125463664391681,0.285054729356342,0.780552463250372
"6","GB41192",19,18,16,18,28,19,7,15,2,14,2,8,1.47537844249958,1.05247265853548,5.025207425656,0.000190479461969685,0.309687858585713,-0.800174249623674
"7","GB42049",182,133,146,106,207,227,18,140,48,74,87,74,1.35569859289589,4.18118630583243,4.79155013561777,0.000293879914563301,0.387634626271117,0.266686556240667
"8","GB46114",293,161,158,148,300,356,44,129,50,88,156,114,1.37146415353546,4.65200964168239,4.74960775898206,0.000317896156859963,0.387634626271117,0.289174980505106
"9","GB40338",34,43,58,40,75,52,85,85,38,138,51,124,-0.699065639216502,3.49077989963546,-3.4192380098892,0.00419656030031107,0.400063714878361,-1.87819114739782
"10","GB40385",293,230,174,177,286,320,120,206,69,185,175,172,0.715659241886317,5.07552859552106,3.52332250077663,0.00341500530066654,0.400063714878361,-1.62419438660379
"11","GB40466",191,121,160,113,193,187,59,201,44,156,94,138,0.576330102497788,4.50911732743741,3.59275415840091,0.00297688942970341,0.400063714878361,-1.5210154956319
"12","GB40504",311,246,112,124,373,249,56,159,50,109,173,118,1.11936534998587,4.7267158865496,3.56671530902889,0.0031341271158934,0.400063714878361,-1.56011851290598
"13","GB40534",125,130,161,80,178,147,71,130,36,139,70,125,0.586267361577275,4.27293466414889,4.17747540791872,0.000946800469500428,0.400063714878361,-0.608166187938682
"14","GB40539",3759,3320,5253,3544,6858,3767,7108,8132,3380,9578,4080,10054,-0.661217851857646,9.8902333214855,-3.33614043735898,0.00494777047839076,0.400063714878361,-2.11434890323284
"15","GB40625",106,166,79,98,213,138,34,51,42,69,130,72,1.16036176409979,3.97869324457392,3.50908408894565,0.0035125936212249,0.400063714878361,-1.69140116919418
"16","GB40637",40,34,58,39,84,60,18,65,12,38,27,38,0.753602297511523,2.78801813505065,3.65418761731567,0.00263675462666317,0.400063714878361,-1.65437473209536
"17","GB40838",77,50,58,48,75,83,11,95,22,26,34,30,1.08981688895693,2.97491985655788,3.3917083234439,0.00443182142014323,0.400063714878361,-1.99098206780874
"18","GB40941",1269,876,434,289,613,2010,176,614,176,473,277,375,1.22763875496415,6.44328219238177,3.36983619979379,0.00462813494768023,0.400063714878361,-1.88685408277984
"19","GB41065",926,577,478,380,906,671,183,715,112,456,391,351,0.963775779994333,6.31267452953323,3.78104173676424,0.00205358022601763,0.400063714878361,-1.20975105126928
"20","GB41282",112,110,87,73,140,124,29,90,27,52,59,108,0.941286479452758,3.76614569089388,4.30826732850492,0.000735510521278089,0.400063714878361,-0.508152449030274
"21","GB41285",146,90,91,94,172,252,55,86,36,72,87,60,1.10269467663669,4.03868990775634,3.87509510086559,0.00170719447469749,0.400063714878361,-1.11342451898162
"22","GB41777",1607,1035,697,1675,571,1556,2372,2312,1493,3822,6145,3711,-1.49644627511891,8.34778692652304,-3.35082604059921,0.00480583072328151,0.400063714878361,-1.98446428722116
"23","GB41997",48,19,25,22,37,67,4,27,4,19,15,15,1.42211434330641,1.83187683422622,3.89139411454916,0.0016535037491832,0.400063714878361,-1.61939884573552
