"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42553",19,12,18,20,13,14,25,35,44,37,63,46,-1.34775595652743,2.20633250206382,-4.55816055363914,0.000462587444597939,0.522957147132772,-1.28888003781787
"2","GB42919",791,1476,971,699,772,790,2194,733,3746,952,2394,3425,-1.10552419614698,7.86798369800046,-4.63546858374877,0.000399798990420006,0.522957147132772,-0.481097661192294
"3","GB43717",57,68,48,46,32,38,65,51,185,59,98,133,-0.96031632089114,3.54306685237408,-4.93034119092171,0.000230698574249952,0.522957147132772,-0.218611972365517
"4","GB44014",28,23,27,37,26,23,37,26,107,90,74,86,-1.28387989698896,2.90425257280888,-4.69697450759157,0.000356168027545939,0.522957147132772,-0.798739154706213
"5","GB46305",73,143,55,124,78,54,98,59,365,146,273,237,-1.07959859891741,4.39221888087673,-4.74285231463034,0.000326849161299733,0.522957147132772,-0.112525235826519
"6","GB47270",123,152,87,180,34,68,536,128,398,570,322,417,-1.97655175718013,5.04777588734724,-5.19542492504228,0.000142048681433411,0.522957147132772,0.499411046292924
"7","GB47803",907,1724,921,1078,818,883,2312,797,3908,1220,2776,2973,-1.0220216172026,8.0211511636716,-5.19574643197669,0.00014196595093518,0.522957147132772,0.10246285814284
"8","GB48438",11,8,1,3,2,5,9,6,24,10,38,20,-1.8774836067028,0.556393720431213,-4.6645590870431,0.000378512896448634,0.522957147132772,-1.98243437723216
"9","GB50313",8,5,2,7,1,13,16,13,17,13,40,27,-1.95793822167149,0.852709556506662,-4.53591152947534,0.000482482247482824,0.522957147132772,-1.97339684084629
"10","GB45746",529,1006,418,302,345,215,1850,204,3882,1419,2727,2364,-1.85423809600113,7.16784548389877,-4.27915925677007,0.00078742049800827,0.570923622936468,-0.783312068039174
"11","GB48147",308,390,613,113,132,343,559,466,1011,848,2389,903,-1.7497066215204,6.45822756944385,-4.4008067073599,0.000623793606090018,0.570923622936468,-0.508325174904577
