"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40110",11,8,12,19,9,12,28,27,73,16,28,50,-1.08217850434114,1.84114785547796,-2.98868360662398,0.00986601864637363,0.887132047644384,-4.40767701381865
"2","GB40234",149,65,63,273,75,106,247,155,360,129,332,412,-0.800842297266987,4.8695908728475,-3.29795055389553,0.00535180565980728,0.887132047644384,-4.01430700553481
"3","GB40263",205,46,60,233,100,114,289,239,345,155,388,578,-1.05908766435338,5.03194987588179,-3.95207161169462,0.0014746336127425,0.887132047644384,-3.86380379325356
"4","GB40310",136,19,74,216,82,128,262,138,331,181,439,590,-1.24654161420786,4.8376588922862,-3.32976416192375,0.00502508263706154,0.887132047644384,-4.0363774545926
"5","GB40479",215,117,52,273,83,160,159,115,100,94,133,156,0.545293701885877,4.51610812855687,2.88844766515159,0.0120200397558694,0.887132047644384,-4.12967651623759
"6","GB40498",253,163,166,693,200,362,939,337,451,315,592,689,-0.5383541571326,6.05436283184558,-2.97692636971305,0.0100975102050368,0.887132047644384,-4.0718542634408
"7","GB40537",199,155,130,381,137,259,474,233,467,203,441,594,-0.522664776868166,5.60472352812213,-3.16420354153474,0.00697416543085721,0.887132047644384,-4.00310468340348
"8","GB40538",143,179,72,218,89,155,160,106,96,101,138,173,0.507092170637833,4.54604065130084,2.95169821750657,0.010612472901507,0.887132047644384,-4.10967101359207
"9","GB40764",80,43,75,133,106,122,270,125,200,102,282,490,-0.913947554497622,4.62623179326969,-3.43372570321844,0.00409045662812536,0.887132047644384,-4.01212451617539
"10","GB40815",17,4,16,39,20,28,54,30,43,32,53,84,-0.983215556212613,2.37139116386485,-2.96146370805139,0.0104101356113317,0.887132047644384,-4.37340719578237
"11","GB40848",13,26,47,90,31,42,149,61,151,74,120,163,-1.27568904355145,3.51219706872926,-3.85297871140583,0.00179016030961275,0.887132047644384,-4.12832809338467
"12","GB41010",8,1,2,7,9,4,14,12,11,9,27,30,-1.38042164192782,0.634734160051323,-3.40839331785609,0.00430073792656201,0.887132047644384,-4.43743966567663
"13","GB41241",110,95,97,247,66,109,362,97,281,156,342,384,-0.727826585799767,4.8841069168744,-2.9987375584155,0.00967222556335517,0.887132047644384,-4.0841641130188
"14","GB41495",640,165,284,1091,293,449,1619,535,1281,493,1458,1268,-0.897158539843987,6.83963201009154,-3.09702829040611,0.00796527605397787,0.887132047644384,-4.10863555209814
"15","GB41761",102,121,54,208,63,134,127,98,79,71,112,124,0.495605625035388,4.19264665750807,2.88531812906742,0.0120942592794194,0.887132047644384,-4.17297218542613
"16","GB41981",197,122,103,297,147,147,463,232,421,344,313,2172,-1.14056754111245,5.61972792306694,-3.16468541909235,0.00696751822264068,0.887132047644384,-4.03005199104912
"17","GB42170",120,149,50,217,117,145,134,120,73,114,101,100,0.695572031522493,4.35610595677045,3.11291969414892,0.00771886568482459,0.887132047644384,-4.09673614600397
"18","GB42326",389,463,425,968,354,421,1599,768,1156,548,1223,1350,-0.700949434188844,6.98134410928036,-3.36924432569853,0.00464726081606662,0.887132047644384,-4.05862944559502
"19","GB42965",27,40,12,64,17,33,101,36,63,42,75,77,-0.702449733016405,2.92097669002971,-3.1289220608014,0.00747838418314969,0.887132047644384,-4.3006234642749
"20","GB43173",21,12,30,49,38,22,99,39,71,27,73,92,-0.869195045964714,2.85948620260771,-2.93207567224159,0.0110308335313208,0.887132047644384,-4.33419197913793
"21","GB43234",649,411,442,1942,622,774,1746,1257,1568,769,2258,3082,-0.819520732240786,7.57775694230328,-3.60554417691032,0.00291271009997165,0.887132047644384,-4.07461003781734
"22","GB43246",205,55,140,247,189,321,568,277,419,275,561,497,-0.86977242863042,5.57896925462193,-3.1272714840684,0.00750284057531303,0.887132047644384,-4.02691414249959
"23","GB43518",5,1,10,44,3,8,51,9,26,28,50,50,-1.70453593079254,1.41093448992017,-3.12540985525031,0.00753051946219549,0.887132047644384,-4.42470803596595
"24","GB43778",183,161,59,280,169,137,87,119,86,116,205,119,0.833198986126056,4.57809782954508,3.18581556724223,0.00668215880132102,0.887132047644384,-4.04887907390968
"25","GB43915",8,4,10,15,7,12,31,12,15,10,45,42,-0.952531460636876,1.3626477876492,-2.82991443283818,0.0134851819260003,0.887132047644384,-4.44671747534871
"26","GB44059",313,324,186,417,224,293,376,257,233,216,336,302,0.431961889396895,5.6690690968327,2.93857754308846,0.010890442117158,0.887132047644384,-4.05222056620638
"27","GB44502",535,171,378,1055,295,343,1105,677,1109,525,1352,1690,-0.929109249851241,6.81921555773733,-3.19514411310075,0.0065599103229473,0.887132047644384,-4.08450550491759
"28","GB44512",345,452,178,595,226,324,319,280,169,297,277,343,0.667313622073476,5.75364267275105,2.88014190565557,0.012218006914262,0.887132047644384,-4.07254258771063
"29","GB44756",115,134,57,159,103,153,119,88,83,109,126,121,0.53983660032264,4.31572961064689,2.97620197420254,0.0101119470700256,0.887132047644384,-4.13439253846772
"30","GB44879",228,203,76,280,133,227,191,128,168,144,191,207,0.502667907244839,4.96111768167768,3.09606718125684,0.0079804267754758,0.887132047644384,-4.02616431047838
"31","GB45073",638,453,330,1054,540,637,2537,841,2296,566,1369,1636,-0.813934434445746,7.30783913490559,-3.57741253492621,0.00307903293327364,0.887132047644384,-4.05129463558803
"32","GB45141",686,728,433,1607,658,606,2242,939,1663,866,1541,1643,-0.541991183991382,7.50003866977126,-2.9622556317633,0.0103938949807626,0.887132047644384,-4.19289843052364
"33","GB45413",85,23,42,143,86,137,240,142,149,93,258,197,-0.781012602728021,4.32269013112376,-3.04150032267608,0.00888913569802727,0.887132047644384,-4.13902574458928
"34","GB45657",416,499,184,603,293,425,442,309,319,303,371,445,0.477272708953197,6.05323135799911,2.79734734201186,0.014374705848507,0.887132047644384,-4.11038240830099
"35","GB45667",151,99,38,113,92,125,78,104,81,58,78,75,0.755493726509496,3.96187054643711,2.97264347959424,0.0101831625164272,0.887132047644384,-4.1879509701988
"36","GB45938",35,34,48,18,8,27,6,10,15,11,15,10,1.51790080346157,1.59714826226462,2.86979501574634,0.0124691077083665,0.887132047644384,-4.43110371633135
"37","GB45966",22,18,7,17,16,21,5,9,6,13,24,3,1.39542340014595,1.09209831124192,2.95615664348858,0.0105196195009698,0.887132047644384,-4.44843971554213
"38","GB45969",8,41,42,17,10,16,274,36,109,31,106,93,-1.97452233224154,2.83952794972409,-3.66185733047075,0.00260653410791618,0.887132047644384,-4.25664907342779
"39","GB46496",55,45,30,152,40,86,160,90,127,71,170,149,-0.594379886837964,3.93254257716004,-3.35330643903578,0.00479623223460027,0.887132047644384,-4.12577864671049
"40","GB46514",1048,822,3265,4915,1348,6217,19034,2273,14598,11473,12314,8834,-1.68998877687637,9.69577700192595,-2.96036966967325,0.0104326131264681,0.887132047644384,-4.34191592649983
"41","GB46533",101,84,48,141,77,141,144,79,53,64,119,72,0.574012004687023,3.98876146099748,2.92172401908403,0.0112580365783611,0.887132047644384,-4.19402012723146
"42","GB46706",12,5,7,40,15,22,49,30,61,25,48,42,-1.07748902948836,2.10772542205599,-3.56391205386491,0.00316222553456429,0.887132047644384,-4.33501913139414
"43","GB46982",48,44,42,128,54,73,119,76,153,95,165,224,-0.696455807970927,3.99582045512485,-3.13296723713999,0.00741878173059447,0.887132047644384,-4.16095860655573
"44","GB47021",8,2,2,8,4,5,11,11,10,16,12,19,-1.02812514826492,0.514460168584615,-3.07767170262131,0.00827598154653479,0.887132047644384,-4.46223519567169
"45","GB47148",323,190,237,345,310,304,804,336,592,497,600,603,-0.569737128358089,6.14662483316687,-2.85473339530567,0.0128437030744434,0.887132047644384,-4.11169359731548
"46","GB47580",371,340,142,419,62,236,106,134,53,139,163,124,1.41241301442671,4.8303961551996,3.53663526396584,0.00333729758543207,0.887132047644384,-3.94765488541534
"47","GB47687",108,98,44,106,60,131,106,76,55,52,96,82,0.59109579602177,3.86030467465673,2.9480085523936,0.0106899262202008,0.887132047644384,-4.20694052243397
"48","GB48083",5,1,2,13,3,13,27,13,13,14,20,20,-1.39721928226871,0.738330127551487,-3.87548859731346,0.00171292064697076,0.887132047644384,-4.40646965329751
"49","GB48125",223,160,123,464,180,240,415,271,456,237,484,570,-0.46020536358947,5.68689200368194,-3.13533815687327,0.00738406778522743,0.887132047644384,-4.01032243715269
"50","GB48152",208,222,110,365,122,280,205,178,157,157,229,257,0.472049116228908,5.14966247266629,2.83034604538902,0.0134737626028372,0.887132047644384,-4.089971186937
"51","GB48167",577,187,249,1075,343,511,1691,594,1181,503,1315,861,-0.771780714080349,6.81059441547447,-3.07788085454121,0.00827256091177628,0.887132047644384,-4.10881128323525
"52","GB48190",228,122,214,435,183,227,652,324,876,266,484,801,-0.84092879622391,5.91984350203377,-3.31884506884707,0.00513490686879275,0.887132047644384,-3.9825366754081
"53","GB48539",261,218,172,473,182,189,736,325,688,216,577,573,-0.613177987711726,5.90865370433121,-2.92578598190723,0.0111683386942732,0.887132047644384,-4.08095826101176
"54","GB48557",103,52,56,217,73,96,254,132,178,161,305,412,-0.889576712223142,4.65808516428288,-4.37274163024759,0.000653339509288229,0.887132047644384,-3.81878831722992
"55","GB48832",89,33,138,70,68,37,557,62,707,112,490,329,-1.8093606226137,4.59279689308599,-3.18639033857537,0.00667456138288227,0.887132047644384,-4.11678179620028
"56","GB49173",63,84,45,181,58,71,161,90,260,126,182,322,-0.782824166586731,4.36933230068422,-2.871544280007,0.0124263031258573,0.887132047644384,-4.17200640643687
"57","GB49190",80,77,26,108,57,62,62,60,27,39,66,74,0.709853789946967,3.37202632611475,3.01042597149568,0.00945165103272056,0.887132047644384,-4.26180415983663
"58","GB49327",37,21,18,75,18,36,119,32,70,33,99,108,-0.775407419094315,3.02846334660725,-3.07819352797661,0.00826744981871168,0.887132047644384,-4.2964546255729
"59","GB49357",212,141,98,296,131,239,215,158,134,142,214,228,0.39635696205991,4.98600463700457,3.0349127897309,0.00900554946217894,0.887132047644384,-4.04110033098058
"60","GB49387",30,74,21,37,22,36,6,25,5,12,27,20,1.7127032626143,1.95116843440602,3.56699036502147,0.00314305886472775,0.887132047644384,-4.34617730739558
"61","GB49628",1219,775,551,1895,870,1100,1149,980,662,627,1305,1281,0.450859047807977,7.45599898213333,2.80940542424494,0.0140388575694876,0.887132047644384,-4.22108189920316
"62","GB49691",18,29,32,53,39,37,95,48,71,69,75,97,-0.771943100962581,3.16689245447208,-3.11772725490456,0.00764582222924198,0.887132047644384,-4.27491145964083
"63","GB49726",154,117,175,610,184,202,759,224,669,379,492,558,-0.829326444145446,5.81353891218133,-3.03718397968067,0.00896524395459514,0.887132047644384,-4.05280263482035
"64","GB50149",8103,15792,9041,27993,9413,9382,3682,8110,8000,10296,5775,6931,1.17402622760679,10.6614551443951,2.86853739762602,0.0124999710822485,0.887132047644384,-4.39286936688406
"65","GB50161",34,29,12,29,21,23,25,11,12,22,17,26,0.784822468782066,1.9166425062558,2.803370587728,0.0142059724351101,0.887132047644384,-4.41692654819057
"66","GB50184",58,12,24,66,29,51,180,53,84,44,114,102,-0.915340261163936,3.30818876678592,-3.29763209207721,0.00535518145881993,0.887132047644384,-4.23221660343925
"67","GB50198",276,290,102,374,170,350,223,214,152,171,257,296,0.590520531850466,5.34541935302774,3.03721311820413,0.0089647280114447,0.887132047644384,-4.0230001099069
"68","GB50218",845,326,386,134,127,656,31,635,17,234,95,118,2.3845125927603,5.01363407023842,2.89335336874222,0.0119045966152056,0.887132047644384,-4.13112025505812
"69","GB50232",111,30,72,230,146,97,404,150,210,131,324,270,-0.823127945268928,4.74552637810382,-2.93637807601197,0.0109377359457612,0.887132047644384,-4.11783730641181
"70","GB50345",309,282,213,622,244,343,806,358,849,366,628,918,-0.535499119966872,6.30287299644522,-3.06950571195537,0.00841063625648257,0.887132047644384,-4.06399080317624
"71","GB50625",55,38,23,72,34,66,48,31,37,29,47,31,0.733028553112044,2.87563224551373,3.88459000193125,0.0016826611832298,0.887132047644384,-4.20755221513128
