"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40129",35,64,54,17,17,30,23,20,10,13,16,16,0.812309822244689,1.79033262229951,3.36134534895542,0.00495869690653361,0.874717245701142,-4.32473762119211
"2","GB40206",122,179,130,55,52,119,64,78,39,71,84,62,0.421132765286481,3.6012892790074,3.15275577366411,0.00743996873396802,0.874717245701142,-4.13462633890881
"3","GB40609",33,57,17,13,13,25,22,13,4,3,9,1,1.64322136281721,0.874780709773747,3.29239612816088,0.00567015287234062,0.874717245701142,-4.39986275348125
"4","GB40629",309,301,253,88,40,154,151,83,10,49,54,73,1.2340308604634,3.78403122282416,3.08523576879788,0.00848396903433048,0.874717245701142,-4.14886853368468
"5","GB40703",497,789,578,304,238,463,278,331,134,190,265,401,0.566629655349998,5.65190153793681,2.99188830785381,0.0101711791019433,0.874717245701142,-4.07360652653491
"6","GB41163",237,324,177,123,161,215,206,233,137,281,360,206,-0.45504552433141,4.99496997164504,-2.91973659512148,0.0116995108333929,0.874717245701142,-4.06826222377412
"7","GB41227",3430,5253,3186,2052,2095,2780,2102,1919,824,1598,2888,2185,0.49082926398086,8.44166072296988,3.05170352862604,0.00905539406840802,0.874717245701142,-4.27026195276363
"8","GB41261",21,30,29,9,5,19,9,9,3,6,9,5,1.0560770381684,0.68006755568486,3.84424836489239,0.00194862619580051,0.874717245701142,-4.36985723986328
"9","GB41306",2510,5721,3834,922,1345,2490,1020,1411,348,1419,1415,1292,0.917674801640148,7.88341723192293,4.0169141875357,0.00140037446789078,0.874717245701142,-4.08624438362425
"10","GB41325",113,255,129,58,77,148,68,80,42,58,74,88,0.605727540481606,3.73451821378304,3.38129837215471,0.00477006782269005,0.874717245701142,-4.0710841969015
"11","GB41343",60,124,68,27,18,66,28,51,7,18,43,24,0.827210473712977,2.41114799883242,3.04066421411912,0.00925175819376297,0.874717245701142,-4.30566168078434
"12","GB41368",132,186,136,68,83,116,157,135,89,143,175,167,-0.54155023528567,4.26019830637724,-3.78683561934299,0.00217599813356578,0.874717245701142,-3.89168719371525
"13","GB41625",908,5613,2372,589,676,1292,486,1225,179,417,780,498,1.14235269578967,6.96679047482929,3.36597846770109,0.00491423878669958,0.874717245701142,-4.10534219158252
"14","GB41723",221,350,203,137,87,184,136,103,50,95,132,100,0.64176067390506,4.32795620495454,4.29996453775103,0.000819497953678054,0.874717245701142,-3.79622239380946
"15","GB41724",173,383,263,93,69,215,98,125,16,96,149,82,0.791362634290206,4.12658992986482,3.23091433208704,0.00639052169422824,0.874717245701142,-4.06141140466713
"16","GB41732",776,902,839,429,708,693,313,820,106,323,498,315,0.879578024006275,6.19252134432295,3.28719590037936,0.00572779593429022,0.874717245701142,-4.04738653080401
"17","GB41772",2880,5402,3154,1841,2227,2539,1833,1806,826,1294,2567,2044,0.555661329032629,8.33520061842958,3.0652837651439,0.00881950311118611,0.874717245701142,-4.26174734066919
"18","GB42343",50,57,22,13,10,41,5,22,3,5,18,1,1.86210394216164,0.978973457067383,3.78087742257041,0.00220109278526862,0.874717245701142,-4.35772744243724
"19","GB42534",266,315,303,102,167,204,162,127,54,116,143,154,0.578997104402827,4.58110668225477,3.30340808891833,0.00555000189656293,0.874717245701142,-3.98750454833562
"20","GB43054",275,773,499,120,201,303,180,263,56,144,121,183,0.805009266389262,4.97275399043309,2.99699311830163,0.010070858545066,0.874717245701142,-4.06101247884686
"21","GB43095",918,1634,1097,440,340,659,542,558,93,400,446,475,0.751669817601745,6.29101431717169,3.01005329206084,0.00981863889812379,0.874717245701142,-4.12030670791369
"22","GB43119",814,1036,969,513,387,462,527,396,214,295,404,344,0.645965839473417,6.16631323651806,2.98346476324134,0.0103388885851408,0.874717245701142,-4.11521505635274
