"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54139",38,17,24,14,36,21,146,262,57,137,104,177,-2.00268609122851,3.08841564664595,-6.21600540111548,2.65112224373061e-05,0.251273366260787,1.87695280287499
"2","GB40136",5612,3979,1418,200,3298,592,17504,21181,5711,16930,3708,19631,-2.54313482086324,9.31304320035034,-3.68946554420136,0.0025680399233943,0.278775405928478,-1.54698910227172
"3","GB40212",707,632,147,77,345,206,1044,917,378,2366,1345,1158,-1.47075291635515,6.31724646926172,-3.69131775252754,0.00255880795725302,0.278775405928478,-1.37559875480343
"4","GB40440",245,186,140,91,180,192,199,160,120,140,196,155,0.569809630858339,4.61232071535089,4.40680853097016,0.000649255121766195,0.278775405928478,-0.175671109298138
"5","GB40515",258,226,145,105,224,176,615,326,191,357,425,358,-0.474384090461606,5.26110437487334,-3.95339091820116,0.00154063634561141,0.278775405928478,-0.922019006015974
"6","GB40600",108,79,42,27,45,53,40,43,37,23,63,32,1.06207632507602,2.77575794843168,4.03514945758981,0.00131649127266466,0.278775405928478,-0.939107230653217
"7","GB40716",290,197,132,68,262,157,505,430,164,494,440,440,-0.695004777730333,5.25983037066146,-3.93022427740238,0.00161098386898748,0.278775405928478,-0.962058600449855
"8","GB40771",53,24,15,20,38,44,145,82,33,59,94,94,-0.894633230612342,2.85536915441885,-4.3126222646072,0.000775614429231479,0.278775405928478,-0.534621220878814
"9","GB41616",48,65,24,16,54,40,364,116,61,103,117,104,-1.19826784138592,3.35097568348392,-4.56734546863981,0.000480571353478223,0.278775405928478,-0.082819599935295
"10","GB41624",95,76,73,33,63,77,76,47,38,34,104,52,0.790601145994343,3.18391181439952,3.65101260428057,0.00276752358439748,0.278775405928478,-1.47378379295484
"11","GB41646",436,367,198,82,283,225,859,794,293,908,398,832,-0.90267957380569,5.85149155262842,-3.72692607680536,0.00238772970959854,0.278775405928478,-1.30636158634746
"12","GB42053",23780,5405,5227,1924,24547,2348,42110,74194,14811,80449,32238,67844,-2.32463255324971,11.3263057615139,-3.97103798015576,0.00148916077729928,0.278775405928478,-1.38537629198839
"13","GB42087",45,30,17,22,32,41,36,34,9,10,24,30,0.951945464148523,1.92987598712099,3.68069481661189,0.00261221697733345,0.278775405928478,-1.59515917645168
"14","GB42174",151,120,92,43,153,124,372,226,98,244,219,232,-0.515294061929724,4.51077089961025,-3.66477258937312,0.00269439535407616,0.278775405928478,-1.40695812145935
"15","GB42213",33,26,25,6,29,19,130,63,21,68,50,79,-1.04235948299794,2.42202477574001,-3.95728478613502,0.00152912395620187,0.278775405928478,-1.13081513807074
