"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40009",462,751,331,265,382,903,2149,801,717,544,3020,775,-1.80870682024077,6.74166550607112,-3.32584867464834,0.00529859989870235,0.989710332643595,-4.09317785022619
"2","GB40010",1905,5093,1016,1179,1129,2936,3284,5200,1979,2179,3610,2279,-1.20403663121609,8.44346455949035,-3.28308682911975,0.00575859406851944,0.989710332643595,-4.23323070506551
"3","GB40057",582,855,308,357,434,554,619,564,400,576,247,496,-0.412480128650831,6.15940632364778,-2.92645536158211,0.0115253659469675,0.989710332643595,-4.12797421782198
"4","GB40058",64,63,50,28,34,44,82,60,60,58,59,68,-0.9361324197671,3.02999416316542,-3.22869883351292,0.00640194684519588,0.989710332643595,-4.20730268560376
"5","GB40074",231,165,56,133,76,78,204,273,139,98,274,184,-1.1677200727759,4.4184584320268,-2.94818834682397,0.0110492562429003,0.989710332643595,-4.10166423946469
"6","GB40221",78,111,30,50,70,94,35,31,27,54,6,50,0.716440735912419,2.7199067420356,2.79117754962125,0.0149776707692904,0.989710332643595,-4.31946140433832
"7","GB40399",79,153,48,83,95,82,41,62,26,60,18,73,0.516589114631076,3.17637287269925,2.9043661830309,0.0120300260881122,0.989710332643595,-4.25117382104311
"8","GB40719",42,35,26,13,20,25,37,41,28,32,27,40,-0.875972980435046,2.15580370007379,-3.17983354448829,0.0070410797248032,0.989710332643595,-4.313174058033
"9","GB40837",74,107,29,102,92,173,51,14,14,32,11,60,1.32218729220982,2.79869239435779,3.301914494073,0.00555132140028193,0.989710332643595,-4.24075601316222
"10","GB40865",3435,3717,1532,1628,2037,2886,3037,3662,1707,3503,2417,2704,-0.700555523228434,8.59354042718971,-3.05433812510352,0.00898937443342712,0.989710332643595,-4.27645948401171
"11","GB41000",412,445,202,130,184,182,513,397,261,270,690,374,-1.29517921686469,5.51361200088224,-3.12981853526295,0.00776126772668853,0.989710332643595,-4.03735828018572
"12","GB41011",1536,1104,380,407,453,587,1344,989,713,636,884,1040,-1.03311381420772,6.84381613739634,-3.08864765208767,0.00840885292523715,0.989710332643595,-4.1494440325243
"13","GB41228",130,267,106,342,327,276,143,69,55,144,49,97,0.922599008289434,4.3683107917627,2.91835744635975,0.0117079018753221,0.989710332643595,-4.13143570682956
"14","GB41366",510,894,272,276,366,494,722,644,359,581,712,494,-0.949464797286463,6.21798258088034,-3.25241580193449,0.00611299304231487,0.989710332643595,-4.0551245534719
"15","GB41703",911,1447,500,509,553,705,787,1370,510,872,506,713,-0.549934032961856,6.77946145884418,-2.76916990750876,0.0156280968243838,0.989710332643595,-4.21441637012875
"16","GB41767",124,129,68,69,71,182,114,211,107,154,34,196,-0.784454636196346,4.0327571850178,-3.04698547391294,0.0091188715298031,0.989710332643595,-4.10543257633207
"17","GB41848",130,186,60,118,177,144,63,87,29,125,42,65,0.579450006995781,3.74828640966371,2.86243912408913,0.0130485496979005,0.989710332643595,-4.19486435515932
"18","GB42150",1318,1403,484,440,632,790,1039,1377,552,905,691,1058,-0.736589176459653,6.96125734115318,-3.13290039988349,0.00771484013267582,0.989710332643595,-4.15027363376578
"19","GB42170",134,200,67,136,116,132,180,130,119,175,223,213,-0.853736482692125,4.45350849417624,-3.02323600480624,0.00954993729547087,0.989710332643595,-4.07247151191683
"20","GB42264",469,1081,361,561,630,682,1349,761,518,873,873,822,-1.01137114651064,6.727627986734,-3.74724288215488,0.00233993199171436,0.989710332643595,-4.00577145134688
"21","GB42280",110,194,58,80,74,124,110,170,70,121,63,113,-0.512579588403164,3.92254198746423,-3.04045279632646,0.00923547991190277,0.989710332643595,-4.11950498192757
"22","GB42311",244,209,24,99,247,174,79,43,47,34,27,47,1.25226322382475,3.52475139242221,3.19747026067441,0.00680336086322486,0.989710332643595,-4.16654920937128
"23","GB42334",213,156,75,92,87,114,198,222,119,159,170,157,-0.990793735382115,4.38895663957993,-3.90633912905439,0.00172301641544709,0.989710332643595,-3.87053860267666
"24","GB42927",33,39,18,32,28,36,16,18,8,23,6,16,0.647820046285827,1.6235445068528,3.13910892110359,0.00762214895130219,0.989710332643595,-4.36579083070065
"25","GB42931",4521,4722,3584,1530,4386,4076,1006,1507,868,3407,573,1074,1.15005999761197,8.27564022774607,3.53899429516825,0.00350120194811261,0.989710332643595,-4.18680076943178
"26","GB43258",601,562,274,359,397,482,510,505,344,554,283,518,-0.508491406196343,6.03428128591134,-3.29525177062317,0.00562380135666444,0.989710332643595,-4.02718123081135
"27","GB43375",227,344,99,135,109,213,244,338,167,219,150,310,-0.890532402574512,4.89349979114825,-4.29134988779286,0.000828816679591025,0.989710332643595,-3.74695399857297
"28","GB43495",384,392,164,239,307,223,318,456,223,272,162,370,-0.536242097600971,5.38972274520113,-3.50442430394179,0.00374419803601607,0.989710332643595,-3.92917387451248
"29","GB43500",976,1603,514,562,836,2035,151,326,198,1421,54,373,1.41117672718752,6.2209551284494,2.81085575407582,0.0144186101657375,0.989710332643595,-4.1814780086005
"30","GB43508",1584,1606,721,3437,1484,1064,713,856,376,687,79,793,1.26899291044506,6.95653368025856,2.98204019573124,0.0103461073971957,0.989710332643595,-4.18600319846856
"31","GB43728",7134,13660,5632,5463,10226,8926,3188,4261,2860,3987,733,3957,1.10663446795554,9.47357857106832,4.25614918246989,0.000885645577133828,0.989710332643595,-4.18957717911003
"32","GB43942",478,671,277,409,483,420,237,362,200,408,105,275,0.394974295515465,5.62339091941709,2.91360574314081,0.0118163356426987,0.989710332643595,-4.10280478568813
"33","GB44224",21,17,18,12,16,16,21,31,14,31,18,18,-0.863512394122361,1.53106277252806,-3.14188968082608,0.00758099387701603,0.989710332643595,-4.36928684672752
"34","GB44528",132,59,48,64,69,45,159,123,72,63,183,121,-1.20152335697728,3.68989665652986,-2.90821107884152,0.0119406430705399,0.989710332643595,-4.18680880442803
"35","GB44634",2952,3055,1382,1650,1450,1789,2085,3667,1506,2260,1634,2967,-0.68496530351227,8.29396433892268,-3.03105251801275,0.00940587663748861,0.989710332643595,-4.26278276773391
"36","GB45085",19,37,10,23,26,26,8,14,11,19,3,4,0.89610677581421,1.07217095035164,2.88277715933713,0.0125442967646153,0.989710332643595,-4.42473690796908
"37","GB45142",1414,1236,448,443,542,476,1466,1215,1119,503,1695,1179,-1.3156452365487,7.02821013746999,-3.06276355268188,0.00884322765042959,0.989710332643595,-4.17030728175345
"38","GB45509",29,16,18,5,22,25,41,29,10,45,16,32,-1.098042192203,1.68351270365354,-2.80794603998622,0.0144999670140124,0.989710332643595,-4.3950287863719
"39","GB45693",58,103,22,47,69,72,35,49,20,34,16,30,0.511801957896641,2.61350979823877,2.94554267944372,0.0111061602948824,0.989710332643595,-4.30347548749353
"40","GB45822",77,151,56,54,104,73,213,108,99,84,202,106,-1.01391304572206,3.9304769830189,-2.77697297616187,0.0153943755230828,0.989710332643595,-4.18802184366939
"41","GB46006",258,406,128,199,306,358,157,185,98,256,54,124,0.485465264802186,4.78979216113308,2.89414118811497,0.0122709512223661,0.989710332643595,-4.10030624608232
"42","GB46211",460,713,253,370,316,346,579,518,360,505,405,529,-0.803337898010758,6.01579166517472,-3.87482256039793,0.00183044043141393,0.989710332643595,-3.89611274383429
"43","GB46330",337,630,175,196,236,245,459,546,219,273,353,315,-0.829143826856348,5.53283461900384,-3.1255848039562,0.00782550219253424,0.989710332643595,-4.03462960283789
"44","GB46371",232,155,88,97,109,112,192,190,109,121,150,258,-0.839752498396968,4.42769655838463,-3.03145505521605,0.00939851641080672,0.989710332643595,-4.07147644847123
"45","GB46751",202,385,97,158,212,236,242,259,138,246,121,232,-0.46396872519527,4.89908019582356,-3.62625537358827,0.00295638138348125,0.989710332643595,-3.89090511690277
"46","GB47009",784,1545,358,339,303,632,995,1390,566,587,878,660,-1.08095512273657,6.64681752922393,-3.0819502549289,0.00851916795346866,0.989710332643595,-4.13394535676071
"47","GB47037",120,161,70,31,53,43,129,171,91,80,80,72,-0.96700622116032,3.63026938032847,-2.7853519552627,0.0151472159192485,0.989710332643595,-4.21741171745429
"48","GB47039",761,769,276,322,708,524,799,772,484,533,399,432,-0.595505615902759,6.32835315194178,-2.81557593920414,0.0142875835510097,0.989710332643595,-4.1686049252044
"49","GB47057",534,856,257,204,232,341,551,776,322,453,592,433,-1.04041007426708,5.98497484061743,-3.1727444992147,0.00713895142310032,0.989710332643595,-4.05454622620639
"50","GB47058",461,321,238,133,211,190,491,511,283,213,504,320,-1.13581010259778,5.48173214967795,-2.902106861792,0.0120828563945672,0.989710332643595,-4.09505639770016
"51","GB47113",520,755,270,259,309,464,823,547,403,400,579,486,-0.929015527839679,6.10201897570137,-3.13331566282695,0.00770860548603858,0.989710332643595,-4.07313797319739
"52","GB47138",26,48,8,17,13,31,30,40,19,25,15,29,-0.718744709996151,1.79661635151005,-2.80956588254988,0.0144546201068358,0.989710332643595,-4.3867392425807
"53","GB47146",192,207,106,72,104,138,181,198,127,139,188,149,-0.768461696706115,4.43970963483021,-2.79779292887275,0.0147873951277576,0.989710332643595,-4.13245677343155
"54","GB47224",6872,8035,2946,2429,2204,3476,6478,8007,3844,4521,4276,4605,-0.923646717869419,9.37401465346715,-2.94248969327373,0.0111721850828242,0.989710332643595,-4.33305275785561
"55","GB47458",94,121,55,68,82,94,42,52,21,50,19,65,0.624333581404963,3.08770006697862,3.60324491181447,0.00309111631256309,0.989710332643595,-4.14616815992103
"56","GB47579",180,29,23,63,120,95,120,214,108,150,58,129,-1.36875769556329,3.76412935380415,-3.32286872728909,0.00532942483567088,0.989710332643595,-4.08993472705655
"57","GB47628",769,1198,376,303,513,696,1247,805,545,662,1151,626,-1.03061994417829,6.67872434675112,-2.87659910482315,0.0126954090159505,0.989710332643595,-4.18251999839822
"58","GB47902",61,88,23,43,80,68,32,51,24,34,15,28,0.489363572860487,2.60609880884684,2.81491467968634,0.014305868678858,0.989710332643595,-4.32397841062084
"59","GB47947",4337,4055,3167,1716,3306,2464,9487,7017,4077,2400,13354,5980,-1.55098976358816,9.34004081821098,-3.06132089165259,0.0088680833752738,0.989710332643595,-4.31618622026321
"60","GB48059",3279,2603,1429,744,843,1760,3245,2948,2085,1720,3317,1925,-1.19565354006778,8.19483394935776,-2.77857104892492,0.0153469333275625,0.989710332643595,-4.30012284684408
"61","GB48336",302,399,132,168,213,229,304,297,199,207,163,261,-0.51825945165927,5.10960041962846,-3.05450821860616,0.00898640041005252,0.989710332643595,-4.03877040080884
"62","GB48811",1710,2117,834,1188,1180,1360,1793,1583,1030,1398,1466,2017,-0.690006995418977,7.74444273651464,-2.86686968347444,0.0129370275595673,0.989710332643595,-4.25837007871935
"63","GB49046",10,18,5,2,7,9,16,23,7,13,5,10,-1.05575174383106,0.488987841474186,-3.19079600455134,0.00689236292494823,0.989710332643595,-4.42761379835114
"64","GB49233",3982,3134,1453,1166,1659,2069,5039,3852,2888,1862,6261,3105,-1.3569930564249,8.66486959142281,-3.1218880115211,0.00788202316969163,0.989710332643595,-4.2711401445984
"65","GB49260",205,131,90,182,212,191,785,326,185,136,124,241,-1.05618627408492,4.89464563154511,-2.86230868637814,0.0130518472567293,0.989710332643595,-4.09850478148661
"66","GB49771",173,175,106,125,195,154,170,175,142,189,89,163,-0.462325897475491,4.51058711233892,-3.01885590521763,0.00963161837726457,0.989710332643595,-4.06557487659019
"67","GB49876",327,481,155,269,658,341,240,132,164,183,55,101,0.875916437935022,4.99324212795949,3.32925476894698,0.00526358603003153,0.989710332643595,-3.99540922505923
"68","GB50048",18519,19312,7325,4369,5355,10481,19297,26762,12333,12290,26707,11580,-1.40406908829954,10.8858080696668,-3.11572309781916,0.0079771856358742,0.989710332643595,-4.37500411547643
"69","GB50091",368,291,125,184,137,155,377,583,207,172,213,330,-1.04417079725988,5.14969065635656,-3.52884970355078,0.00357080898057524,0.989710332643595,-3.92092772134803
"70","GB51045",1531,1045,749,524,606,778,1674,1220,915,830,1979,1774,-1.22485795521658,7.29206199622779,-3.01644378841693,0.00967689548539068,0.989710332643595,-4.20000852813341
"71","GB51055",350,677,160,235,311,398,648,561,271,389,444,375,-0.938744683120674,5.80961514494545,-3.72285809121288,0.00245268330331997,0.989710332643595,-3.90911047806444
"72","GB51748",193,347,77,95,120,167,500,322,295,126,428,178,-1.39388890108563,4.92685294310684,-3.22943729319256,0.006392746975806,0.989710332643595,-4.00736387592539
"73","GB52056",1900,1679,833,602,674,1082,1965,2328,1217,1756,3045,2640,-1.53260669522757,7.77768125648632,-4.03481571896298,0.00134765124876286,0.989710332643595,-4.07148396979046
"74","GB52427",3144,2898,1037,1104,1654,2275,2164,2827,1321,3147,1443,2578,-0.701327017075977,8.22250619396144,-3.2489893309884,0.00615391813229105,0.989710332643595,-4.22336264342742
"75","GB52985",1395,2268,745,704,835,1230,1839,1501,1006,1107,1193,1293,-0.764810977593842,7.48575720663927,-2.92783537925298,0.0114945402320592,0.989710332643595,-4.23057241725983
"76","GB53100",6,37,1,4,3,16,13,28,9,40,17,11,-1.75235633749749,0.715140861196376,-3.22919479228239,0.00639576663819549,0.989710332643595,-4.41411799360344
"77","GB53323",925,1021,522,439,668,804,923,1289,577,733,746,654,-0.684095436725777,6.80731994340351,-2.77436659811101,0.0154720597570869,0.989710332643595,-4.2153084127053
"78","GB53368",59,159,34,33,74,65,18,16,92,3,5,24,1.65692922251731,2.21029635442532,2.84265461073021,0.0135581988002174,0.989710332643595,-4.36252485705332
"79","GB53472",39,41,7,15,23,26,39,54,30,25,16,24,-0.824946235107331,1.947836957017,-3.06207245482163,0.00885512598318032,0.989710332643595,-4.34577100196696
"80","GB53503",564,605,262,262,320,423,778,725,460,555,1058,991,-1.47722486358717,6.31635951873912,-4.42097673868717,0.000649966608527179,0.989710332643595,-3.83788018095438
"81","GB53738",1105,715,473,295,521,551,1309,1022,756,594,977,810,-1.17486375580118,6.73047484238633,-3.36445787473176,0.00491504276106492,0.989710332643595,-4.08172665284389
"82","GB53747",5889,4423,2615,2567,3263,3226,6119,5703,3859,3965,10328,5465,-1.21240988915085,9.37783931227354,-3.00169395152085,0.00995838607305257,0.989710332643595,-4.32548458528137
"83","GB53809",811,735,354,341,543,430,865,741,555,475,728,805,-0.955373774896552,6.46591474125668,-3.32338126492907,0.00532411029256763,0.989710332643595,-4.06332524387224
"84","GB54239",22,53,10,6,9,14,34,39,27,21,20,22,-1.21734373442925,1.59322632356944,-3.28567756015071,0.00572961877585844,0.989710332643595,-4.35164964582875
"85","GB54395",357,260,204,92,189,217,287,422,217,348,223,198,-0.901215274761996,5.14998640206027,-3.08972196490121,0.00839129028367221,0.989710332643595,-4.0324520654982
"86","GB54410",2435,5681,2350,1501,2618,4017,924,1713,977,2626,268,1550,0.961022927095031,8.0476197133715,2.84365695844864,0.0135319140001322,0.989710332643595,-4.28222428886721
"87","GB54477",614,948,365,347,439,532,556,948,430,614,454,674,-0.711813135496269,6.36748449664592,-3.66162882481196,0.00276076948153253,0.989710332643595,-3.97989304814456
"88","GB54497",41,21,4,14,16,29,41,42,21,43,36,17,-1.23699997685497,1.82886574347344,-3.1642129637792,0.00725854043349551,0.989710332643595,-4.34554111388995
"89","GB54551",129,65,26,18,35,64,119,106,63,88,58,60,-1.2069674901083,3.18725579022879,-3.59994790985717,0.00311092480810891,0.989710332643595,-4.12611978709443
"90","GB54756",395,479,246,252,362,414,250,152,145,280,68,176,0.614815725509048,5.16438217848182,3.11494137141286,0.00798933393297781,0.989710332643595,-4.04008877450744
"91","GB54936",30,31,13,18,16,18,30,29,15,25,17,27,-0.662478720272122,1.72452048000641,-2.97654335571956,0.0104571964244688,0.989710332643595,-4.37254554351421
"92","GB54998",617,530,153,190,276,306,470,682,240,272,267,617,-0.837263483068998,5.69766272253234,-3.13527350051377,0.00767927861446863,0.989710332643595,-4.041807347043
"93","GB55020",590,874,239,236,209,444,550,698,278,473,361,463,-0.773716202131202,5.95063950156367,-2.82595254662648,0.0140036368533082,0.989710332643595,-4.13907479997718
"94","GB55378",4676,5902,2852,2029,2366,3768,4802,6634,3338,3179,4445,6456,-0.962815785470703,9.21071083030527,-3.09176268978884,0.00835802936707393,0.989710332643595,-4.30481844711562
"95","GB55387",1980,1890,964,619,828,1032,1950,2140,1180,1193,2056,1541,-1.06480259345585,7.66367487176924,-2.99687217379227,0.0100521546823287,0.989710332643595,-4.22964932067259
"96","GB55538",1581,1654,713,541,527,989,1659,1616,979,979,1351,1062,-0.987524980677615,7.31420084285203,-2.91066741198193,0.0118838834647072,0.989710332643595,-4.22244186470165
"97","GB55576",714,621,237,204,248,491,854,1004,393,494,661,364,-1.1821612707271,6.13369199666454,-3.33419076284112,0.00521325706396543,0.989710332643595,-4.03032286197603
"98","GB55630",18,60,20,14,19,26,2,10,5,7,5,7,1.51844323675047,0.835121466559502,3.99757981104148,0.00144691589875444,0.989710332643595,-4.3525749761076
"99","GB55646",1012,747,385,353,405,649,802,755,447,768,560,630,-0.739392417457282,6.48684521539721,-2.87738262654839,0.0126761456363731,0.989710332643595,-4.1664478907645
"100","GB55929",1156,1488,613,446,459,976,1381,1430,800,1344,1668,703,-1.13123796577196,7.15717495527162,-2.95507646547338,0.0109024521134702,0.989710332643595,-4.20226726900739
