"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB53387",56,64,38,9,33,54,12,6,8,6,5,9,2.21574284192665,1.35311223025678,6.96874604279698,8.39156294687393e-06,0.0795352336104711,-0.644473930262246
"2","GB42984",875,696,375,590,95,347,32,61,22,8,24,37,4.00983151320632,3.96665211838611,5.4697884920523,9.70893013357173e-05,0.153368733009988,-0.31623187329651
"3","GB47091",101,93,73,20,31,69,17,10,7,7,2,15,2.662026621004,1.72454809462061,5.56839700611883,8.18600264548232e-05,0.153368733009988,-1.11161577919407
"4","GB51236",231,191,139,112,200,177,109,47,76,32,85,91,1.21796456538189,4.0223709301986,5.62090502225157,7.47916471334659e-05,0.153368733009988,0.386938555199292
"5","GB54593",682,474,322,331,123,225,41,79,14,21,16,22,3.59702205132584,3.79184429222686,5.85703078527592,5.00662352660044e-05,0.153368733009988,0.0184149397089355
"6","GB55262",77,53,61,17,28,45,19,8,11,6,16,12,1.78630625858637,1.74438216568738,5.86660052223553,4.92664911685974e-05,0.153368733009988,-0.853083304861515
"7","GB49248",420,249,174,198,117,139,55,61,44,13,42,34,2.28984623088698,3.70520306262966,4.97772402060153,0.00023202575328706,0.314162869950679,-0.50449907355177
"8","GB40973",412,379,227,150,64,157,17,48,28,16,16,33,3.01601633177196,3.38036189576317,4.75234712609726,0.00034951808419266,0.356301373365125,-0.928083992016664
"9","GB49857",927,771,287,402,233,187,38,116,31,37,74,99,2.90173779862065,4.50810618990316,4.71264712965062,0.000375924639549615,0.356301373365125,-0.630586206190796
"10","GB54303",883,686,422,324,278,342,214,144,159,97,132,205,1.53009915315326,5.30094325718199,4.73181154174442,0.000362928350918002,0.356301373365125,-0.378281582976267
"11","GB43276",2763,1435,1285,836,1858,785,321,317,327,177,503,850,1.81267130437138,6.73542244711712,4.63435553741191,0.000434236025290428,0.374153549791153,-0.702210941039039
"12","GB52679",98,68,56,12,47,40,26,16,14,7,22,22,1.41315346270913,2.06934269996842,4.4586810899418,0.000601726952238459,0.475264004443009,-1.59721573778883
"13","GB53322",289,201,154,66,66,131,57,33,46,27,37,47,1.6447751006825,3.45843082467163,4.38630371465883,0.000688992859481789,0.502328794012954,-1.09831781723942
"14","GB48241",570,558,442,329,369,512,534,150,315,139,238,207,0.9231438776976,5.62495793960856,4.19454460966758,0.000989058961883104,0.638484560976837,-1.00791360787718
"15","GB49853",347,238,221,138,73,121,37,46,35,19,34,77,2.08583038457819,3.5977729670973,4.16947774199511,0.00103720988882723,0.638484560976837,-1.33442049540077
"16","GB51489",131,77,62,24,87,71,57,31,41,21,26,43,0.92200263122196,2.87657945494512,4.14923956480816,0.00107783846545995,0.638484560976837,-1.51684260077158
"17","GB41756",195,78,59,74,92,31,26,18,7,9,13,28,2.17860194472116,2.36880483633662,4.03040921152825,0.00135166486768058,0.65706482378209,-1.89387799191986
"18","GB45775",563,432,931,168,782,705,2164,490,1063,466,1202,752,-0.809914628282439,6.6810269503556,-3.9493202972847,0.00157859226194923,0.65706482378209,-1.46249322890473
"19","GB47190",43,29,32,14,30,35,38,9,9,8,18,13,0.961946374785609,1.60985503862838,4.0810089501622,0.00122725897048967,0.65706482378209,-2.08759872957125
"20","GB47779",142,98,114,7,57,71,31,16,12,3,18,36,1.97022413139953,2.21815701296817,3.94409744833389,0.00159448100305846,0.65706482378209,-2.00733964799396
"21","GB47962",180,115,76,47,71,47,34,26,20,8,38,33,1.61274220149993,2.72802544410669,3.95162241501414,0.00157164032664969,0.65706482378209,-1.80477828974143
"22","GB50043",713,530,380,293,278,310,311,132,133,66,193,228,1.2621348599096,5.23312346915934,4.04143947580388,0.00132348684302128,0.65706482378209,-1.20096155883431
"23","GB51953",56,44,25,23,10,17,3,10,1,2,1,8,2.70648774738077,0.50340922380437,3.97679410275199,0.00149763806218742,0.65706482378209,-2.4816523073427
"24","GB50074",419,200,132,107,129,73,29,58,22,25,57,45,2.02743257371684,3.4885394777774,3.90665733838125,0.00171326976699224,0.676598785481354,-1.64423198016101
"25","GB51995",230,118,130,94,193,87,73,50,32,38,49,102,1.26144155863915,3.67068214628946,3.83978152723843,0.00194842456784074,0.738686722159781,-1.62798463672417
"26","GB52770",23,17,21,5,18,9,7,2,4,5,6,10,1.30839619236018,0.432939745750958,3.80673892565745,0.00207651358620026,0.739250209548548,-2.68127808550347
"27","GB55774",89,45,27,73,26,29,3,13,5,1,13,12,2.62945873895908,1.3171651326457,3.79945041786762,0.00210590374106465,0.739250209548548,-2.46432367311263
"28","GB49488",61,70,68,25,88,75,68,26,37,13,44,39,0.733221798829164,2.78042515482386,3.77074878647541,0.00222581894792173,0.753439713871505,-1.94314806442716
"29","GB47495",192,114,105,49,177,185,295,116,212,111,201,280,-0.666195111636105,4.53271938207287,-3.66295996982136,0.00274167941519708,0.813640942273581,-1.68177427336959
"30","GB50192",145,104,68,65,53,40,34,22,12,22,15,29,1.64051430154093,2.57461067701796,3.66225695936527,0.0027454154364514,0.813640942273581,-2.15157862737976
"31","GB51209",40,27,40,5,24,49,31,7,5,1,15,7,1.65101564253147,1.09763372692249,3.70158949966021,0.00254412612429195,0.813640942273581,-2.58299493350931
"32","GB55268",357,264,173,61,151,105,68,81,42,30,60,107,1.41574849879728,3.87882023734294,3.66195027711176,0.00274704686144277,0.813640942273581,-1.80859090017846
"33","GB40012",373,226,91,28,134,66,57,38,30,25,25,68,1.57680688929278,3.29557986632745,3.2823817129404,0.0057472006305418,0.816433465654902,-2.38697539867885
"34","GB40021",6745,4521,9563,2043,11356,8476,31809,5561,12932,5018,12947,11967,-0.883090084039001,10.2814772117345,-3.48214322957648,0.0038946717650993,0.816433465654902,-2.54774931479905
"35","GB40310",240,377,684,159,555,218,303,236,145,62,89,165,1.11701290385091,5.03745709180112,3.16400933991542,0.00723921946248856,0.816433465654902,-2.3674293739313
"36","GB40412",77,55,37,25,24,23,12,11,5,12,19,20,1.4893671232682,1.68934487950752,3.12717477630723,0.00777815394724149,0.816433465654902,-2.90978501733646
"37","GB40478",52,28,38,10,35,46,19,15,28,12,17,18,0.827303837518378,1.84730182651345,3.35124417882918,0.00502530401417205,0.816433465654902,-2.64455710982949
"38","GB42083",50,35,57,18,62,58,116,33,58,52,78,62,-0.568474568775961,2.97431141712268,-3.45786419773467,0.00408306060013693,0.816433465654902,-2.22916099393007
"39","GB42370",20,21,12,8,24,4,45,23,23,29,28,26,-1.20094413123232,1.54813265616901,-3.06622041126541,0.00875912703926511,0.816433465654902,-2.98808236673841
"40","GB42592",79,43,25,9,17,12,8,7,8,3,2,12,1.87578633541969,0.876805781214864,3.42617787849087,0.00434282036124557,0.816433465654902,-2.85238080879917
"41","GB43000",41,34,23,20,35,12,7,19,7,8,7,5,1.58628949530319,1.16330599131311,3.29548293265412,0.00560226733898734,0.816433465654902,-2.89158206296541
"42","GB43245",879,769,506,468,171,413,304,233,160,137,161,209,1.30800743983983,5.51244465696915,3.08706323846577,0.00841057476941208,0.816433465654902,-2.47951724919599
"43","GB43293",1111,953,357,206,195,195,170,157,77,38,131,209,1.71601596258688,4.96934133765779,3.32211111820401,0.00531888811955823,0.816433465654902,-2.17338282609344
"44","GB43295",93,72,37,6,27,14,14,8,4,5,13,12,1.72315914788694,1.29052851600576,3.14211567666287,0.00755489019708162,0.816433465654902,-2.99433269510949
"45","GB43446",491,316,566,132,370,336,508,119,236,140,172,272,0.595447108176886,5.33497801926385,3.40203882559326,0.00455183058669656,0.816433465654902,-2.03089937739135
"46","GB43876",82,65,173,22,64,92,263,89,101,68,119,116,-0.736785612389732,3.76202417823288,-3.18046150900895,0.00701069611451221,0.816433465654902,-2.415017791159
