"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40302",5031,7646,3214,6396,3826,11643,4146,2048,2811,2327,2971,2702,1.16608721941416,9.22616828735282,3.05784909543738,0.00889256562735387,0.679073218402755,-4.30159025253741
"2","GB40684",304,113,518,158,22,393,330,468,359,437,1394,403,-1.40116705930452,5.44485086342505,-3.13138897520729,0.0077048090053244,0.679073218402755,-4.04836664832187
"3","GB40764",245,236,337,137,107,351,353,130,82,119,119,146,0.6507803715059,4.71721343992973,2.93260727217812,0.0113477186567782,0.679073218402755,-4.07684216362721
"4","GB40767",1200,1014,1249,611,455,1213,637,626,443,777,677,823,0.523758998099389,6.84546842436589,3.43280697116029,0.0042803653461196,0.679073218402755,-4.06418215828428
"5","GB40818",46,40,53,32,20,63,35,11,27,24,21,16,0.950177332554449,2.14554276571302,3.15341070068073,0.00738088657177145,0.679073218402755,-4.31267601578155
"6","GB40933",19,18,22,8,6,14,9,4,4,12,7,7,0.967683662192629,0.574616875761789,3.45515038672861,0.00409810006522119,0.679073218402755,-4.40182013851701
"7","GB40955",401,273,668,186,90,528,381,532,270,433,707,619,-0.626917378926058,5.80404720287185,-3.07229076042767,0.0086457668272807,0.679073218402755,-4.06043898381389
"8","GB41034",371,209,364,165,95,231,154,108,95,160,161,176,0.696469843654667,4.70949726138514,4.26256144923445,0.000867391424387399,0.679073218402755,-3.75454602742609
"9","GB41427",2026,1163,5106,1136,578,2161,2767,2519,1902,2476,4279,2742,-0.741474714302846,8.29120634041566,-3.21656225912874,0.00652538494869556,0.679073218402755,-4.22279910840201
"10","GB41779",912,428,996,365,179,1068,846,1074,795,815,714,1304,-0.715410719059609,6.72916991490024,-3.49335158352076,0.00380441281246018,0.679073218402755,-4.04481733408965
"11","GB41915",503,295,583,214,122,586,478,502,312,519,453,556,-0.440931738492319,5.88296245181503,-3.17324174511285,0.00710082470435704,0.679073218402755,-4.03702275008572
"12","GB42077",241,184,394,124,57,267,291,336,208,250,260,389,-0.586358120764183,5.08654371087359,-4.29921340329251,0.000809407631424827,0.679073218402755,-3.73423452025235
"13","GB42140",210,162,352,139,63,213,354,399,129,250,244,313,-0.60186415073092,4.99291052431461,-3.88580777888835,0.00177953682107971,0.679073218402755,-3.82389027456473
