"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",170,31,24,76,173,66,458,213,312,1846,119,63,-2.12879348610647,4.38176556738471,-2.49238844567567,0.0266047118350336,0.999844419606772,-4.26641092047411
"2","GB40263",278,461,180,140,183,129,596,510,261,561,209,308,-0.7708010526383,5.39297746326455,-2.58122123870086,0.0224622417237525,0.999844419606772,-4.20399003549458
"3","GB40310",240,303,145,62,159,89,377,684,236,555,165,218,-1.07589538610448,5.03745709180112,-2.98061905508605,0.010397294814793,0.999844419606772,-4.0986839490129
"4","GB40559",251,452,356,190,94,278,158,242,116,241,213,321,0.396422065445301,5.06881483511737,2.4765761483944,0.0274154319235429,0.999844419606772,-4.21849818334771
"5","GB40606",20,11,10,1,3,5,8,14,9,15,17,16,-0.847947911657377,0.471985049821944,-2.22046029920109,0.0443318459179961,0.999844419606772,-4.50330458968949
"6","GB40634",100,107,59,48,50,73,90,95,78,170,103,94,-0.453216482362684,3.66754226042403,-2.24858036079481,0.0420776878188342,0.999844419606772,-4.34091379525615
"7","GB40712",141,217,149,70,60,132,114,93,63,108,92,125,0.415995857196424,4.00820410042,2.88583024328952,0.0124952584901307,0.999844419606772,-4.16098113675791
"8","GB40967",1213,1125,1621,436,382,1171,1270,3737,1104,861,8721,1652,-1.08049699110859,7.63540256482976,-2.24240480516123,0.0425632819336447,0.999844419606772,-4.38635559875967
"9","GB41199",195,256,188,164,76,165,124,185,97,186,113,173,0.343544221320955,4.52422122570523,2.31258042450687,0.0373439106382932,0.999844419606772,-4.27427555944849
"10","GB41331",61,30,26,28,9,60,47,72,41,82,66,71,-0.907301085024077,2.71037737958734,-3.11851028317923,0.00795338081221297,0.999844419606772,-4.27160220514528
"11","GB41389",243,245,147,164,172,180,751,347,333,2585,151,248,-1.14628915655341,5.45751000638719,-2.22297990323114,0.044125326403333,0.999844419606772,-4.30888728315791
"12","GB41445",27,54,33,11,8,25,9,19,7,31,16,21,0.661461204895826,1.50038648916622,2.60843213442048,0.0213232539398334,0.999844419606772,-4.42968238750342
"13","GB42219",10,21,93,2,3,13,14,112,21,31,30,51,-1.37737486201992,1.59663227185427,-2.23840925442025,0.042880266401286,0.999844419606772,-4.46880795092345
"14","GB42224",161,238,107,67,37,60,184,197,92,191,120,155,-0.529011053414138,4.15689579662654,-2.71115256883921,0.0175078777013836,0.999844419606772,-4.19150068361635
"15","GB42550",236,111,75,47,24,126,136,224,129,185,123,249,-0.850376467972563,4.1397192577581,-3.09740340856557,0.00828660467401939,0.999844419606772,-4.10630829842839
"16","GB42900",1218,1655,549,560,168,717,627,1205,938,1799,1597,1006,-0.711075996806734,7.00921131858779,-2.4530059808249,0.0286681053558234,0.999844419606772,-4.31645347902162
"17","GB43140",20,20,11,13,3,10,32,42,23,16,20,17,-0.85751127559792,1.32734982754499,-2.44836457042917,0.0289211691031625,0.999844419606772,-4.45553938442824
"18","GB43261",74,134,58,28,33,45,158,118,65,191,65,58,-0.691417889973549,3.45838820062716,-2.22816424463985,0.0437032341724059,0.999844419606772,-4.36233482822505
"19","GB43378",18,53,30,12,7,14,11,11,4,18,13,24,0.732621461958135,1.19199003933745,2.43301411755729,0.0297734607400182,0.999844419606772,-4.46243496370882
"20","GB43454",32,53,29,18,18,26,16,35,10,32,11,26,0.566757342143353,1.82258410803206,2.39238883633133,0.032146603668573,0.999844419606772,-4.43799530732439
"21","GB43927",24,41,10,31,6,20,10,3,1,10,15,14,1.52739936846252,0.801988607902694,3.0545241476219,0.009006933342164,0.999844419606772,-4.42578178456015
"22","GB44167",423,15,20,41,64,70,258,159,66,350,157,101,-1.63268368748821,3.79880916492932,-2.22116413544282,0.0442740646463351,0.999844419606772,-4.35006863128087
"23","GB44430",1189,1953,1093,572,462,964,1806,1580,933,3137,901,1431,-0.524468921167275,7.46789544135799,-2.50645016123195,0.0259031582754541,0.999844419606772,-4.32845675559583
"24","GB44561",152,36,30,64,129,31,297,103,112,2083,79,89,-1.80598212913023,4.01178702467894,-2.15078262517481,0.0504155145212134,0.999844419606772,-4.35807140395798
"25","GB44577",22,29,16,12,8,20,15,18,9,12,13,12,0.485112153901515,1.18161114569559,2.23712617553272,0.0429825293522092,0.999844419606772,-4.48217343089852
"26","GB45153",61,144,51,29,23,52,113,94,53,260,47,87,-0.707796269409602,3.36243980754711,-2.23098603090374,0.0434750927727443,0.999844419606772,-4.36866260777154
"27","GB45249",27,47,16,13,7,18,9,18,7,15,13,16,0.693650580742233,1.21683214064054,3.25436150082036,0.00610639859876839,0.999844419606772,-4.38323052104419
"28","GB45708",413,80,106,78,72,54,228,227,191,196,418,272,-1.20035892706172,4.57350291368493,-2.73224851842344,0.0168110781396848,0.999844419606772,-4.17453803293124
"29","GB45763",190,31,28,106,293,62,386,220,354,606,171,100,-1.84580305030874,4.47208372156931,-2.49476381397863,0.0264849325650657,0.999844419606772,-4.25125636394256
"30","GB45854",75,93,93,35,20,47,53,100,53,94,89,100,-0.41094896810887,3.28815327705676,-2.24001288232967,0.0427527774221021,0.999844419606772,-4.37063880970384
"31","GB46183",146,210,113,89,44,131,77,124,54,129,114,115,0.308926504834171,3.97224309317524,2.25405100414145,0.0416518885117585,0.999844419606772,-4.31870481024586
"32","GB46198",7,12,8,7,2,11,9,14,4,28,14,16,-0.690123238366464,0.551590357361028,-2.19168407278403,0.0467557975451785,0.999844419606772,-4.50411284804917
"33","GB46223",5692,5548,3894,2189,1177,3585,1402,5421,1195,2710,144,1824,1.39188365568831,8.30478470400088,2.17583658861604,0.0481432293751183,0.999844419606772,-4.42137802787492
"34","GB46515",23,10,4,3,2,22,17,68,9,12,27,22,-1.29432747750923,0.945639531552759,-2.4710901060351,0.0277022165060853,0.999844419606772,-4.46803319485386
"35","GB46645",384,608,374,231,132,327,236,296,168,479,245,368,0.283593106736228,5.47724291935389,2.18886364548731,0.046999950373847,0.999844419606772,-4.30685505533423
"36","GB46728",133,211,133,86,45,130,91,119,62,145,86,108,0.318919219385764,3.9830863076082,2.55570696128479,0.0235835586684325,0.999844419606772,-4.24266288978427
"37","GB46762",9,18,9,6,8,10,23,15,14,26,13,13,-0.661977858106151,0.975615447270846,-2.24722362619074,0.042183920453436,0.999844419606772,-4.48775293467678
"38","GB46925",244,281,156,102,58,133,193,324,136,173,223,252,-0.391589899689668,4.7035600631406,-2.3054448374302,0.0378455903042864,0.999844419606772,-4.27238750273491
"39","GB46952",288,305,294,149,77,168,127,207,86,222,145,265,0.37377584095105,4.74206335414388,2.23137856702374,0.0434434451647153,0.999844419606772,-4.29110278210619
"40","GB47021",11,15,8,6,8,9,5,12,5,3,3,8,0.820612988620934,0.173611555785477,2.27626477979102,0.0399643265710167,0.999844419606772,-4.50658994887352
"41","GB47162",81,90,76,50,27,58,50,54,32,66,49,62,0.33393916583337,3.06104001142904,2.18946561042717,0.0469477406460012,0.999844419606772,-4.39628129353087
"42","GB47214",24,34,19,13,4,19,11,13,13,15,12,14,0.504207547461159,1.16046808953153,2.18613828902006,0.0472370080273076,0.999844419606772,-4.4879703343853
"43","GB47339",158,227,169,78,86,91,122,122,58,100,93,126,0.424742256220157,4.07751064525044,2.28989358107401,0.0389611543352686,0.999844419606772,-4.30391966178437
"44","GB47459",97,170,77,45,34,83,49,82,36,60,63,89,0.444989130118233,3.34094737570808,2.82535043916352,0.0140465526762651,0.999844419606772,-4.24828550279958
"45","GB47720",47,89,53,32,16,33,30,28,24,47,28,25,0.589691210493931,2.38324108596939,2.87618032007382,0.0127309530743228,0.999844419606772,-4.33639946307022
"46","GB47768",36,82,33,16,13,27,30,30,15,26,13,30,0.516920385966581,1.97079074624283,2.22601387966789,0.0438778468739668,0.999844419606772,-4.45165541199417
"47","GB47779",142,31,12,3,7,18,98,114,16,57,36,71,-1.46008484751886,2.21815701296817,-2.55061453741049,0.023813751654194,0.999844419606772,-4.39951210204576
"48","GB47829",412,569,356,196,101,259,251,308,151,294,211,337,0.279986916204607,5.30436372940708,2.23112889781975,0.043463571841713,0.999844419606772,-4.29104403132198
"49","GB47929",128,231,162,47,38,139,56,41,62,100,70,104,0.801166273289848,3.67015937764912,3.12258438523234,0.00789061469895823,0.999844419606772,-4.15270580927502
"50","GB47934",826,1134,413,609,279,705,850,964,610,1411,988,942,-0.473177835161802,6.81505430589275,-2.3425544495958,0.0353046245758571,0.999844419606772,-4.33009234537595
"51","GB48263",69,121,72,35,28,50,43,65,27,49,46,66,0.374736684503729,2.96361922807056,2.377810590066,0.0330414314943281,0.999844419606772,-4.368268012525
"52","GB48534",19,34,20,12,10,23,7,24,6,15,11,16,0.692327990268307,1.19198575538653,2.79902843812642,0.0147794316426381,0.999844419606772,-4.42670503555735
"53","GB48557",242,275,172,81,66,166,230,211,111,517,182,252,-0.44854229517158,4.77836085898826,-2.20413738973556,0.0456919157741597,0.999844419606772,-4.30032997679334
"54","GB49260",205,131,136,90,124,182,785,326,185,212,241,191,-0.925083439925823,4.89464563154511,-2.31012728481028,0.0375156675382315,0.999844419606772,-4.27489643380395
"55","GB49416",7,11,2,7,4,7,18,13,13,45,8,7,-1.11040152319528,0.514571555225608,-2.25944496480947,0.0412360386570075,0.999844419606772,-4.49889072323988
"56","GB49558",33,36,19,16,9,15,11,15,9,15,11,18,0.70060187807025,1.28484389165257,3.41002743967982,0.00451176786958216,0.999844419606772,-4.36499651257382
"57","GB49609",790,1112,740,720,358,944,527,749,412,1046,533,708,0.402789330289756,6.68320340423406,2.26374591324646,0.0409072654060169,0.999844419606772,-4.3395036595559
"58","GB49790",78,153,45,43,19,39,33,49,15,29,37,44,0.83100522658148,2.62923911379821,3.33675811384758,0.00520223639798372,0.999844419606772,-4.24823690914303
"59","GB49956",508,741,594,329,252,368,320,412,205,503,324,535,0.431359922920657,5.90876842537262,2.84109490357215,0.0136253672093381,0.999844419606772,-4.15144985326134
"60","GB50004",230,311,156,100,146,207,456,277,221,701,209,231,-0.689957385814894,5.1619877999216,-2.41616473391651,0.0307366512688753,0.999844419606772,-4.24338225343856
"61","GB50119",645,940,276,910,829,610,370,601,331,682,313,268,0.967907183791132,6.269579182888,2.24267976001521,0.0425415499373028,0.999844419606772,-4.32428134213095
"62","GB50178",40,63,22,25,13,18,32,100,48,51,52,52,-0.827013890871999,2.50523944009516,-2.98094876739293,0.0103906424807762,0.999844419606772,-4.31248895056803
"63","GB50238",136,181,60,86,85,152,456,130,219,233,247,130,-0.903071848685618,4.52707594124839,-2.24194493888067,0.0425996524114116,0.999844419606772,-4.29996094218189
"64","GB50460",19,30,13,7,8,10,8,18,2,5,7,13,0.893230692542501,0.609595609406981,2.59148478894066,0.0220258756729959,0.999844419606772,-4.4705411162719
"65","GB50530",17,6,2,8,1,9,11,17,10,11,53,10,-1.27618021419567,0.499325651907315,-2.26486354464343,0.0408222372615856,0.999844419606772,-4.4986913983059
"66","GB50621",44,21,8,4,10,16,34,28,14,44,27,24,-0.874434284236816,1.54039095013806,-2.38543395823962,0.032570578684572,0.999844419606772,-4.45327176194857
"67","GB50674",48,29,9,19,9,26,30,62,22,34,52,35,-0.773915207227992,2.04750173173724,-2.26019658698589,0.0411784039000719,0.999844419606772,-4.44444566542308
"68","GB50736",58,23,16,33,116,17,207,82,73,333,37,39,-1.56629229581983,3.07695049119435,-2.18203550414304,0.0475959909903592,0.999844419606772,-4.40163386817042
"69","GB50875",26,23,12,10,23,19,23,67,22,51,31,21,-0.811607923282824,1.88244767635493,-2.23456701554341,0.04318718365921,0.999844419606772,-4.45534864523178
"70","GB50977",32,27,21,23,34,22,60,78,48,180,22,42,-1.16722748684466,2.56773749585252,-2.53714956135797,0.0244329105665263,0.999844419606772,-4.37408362480663
"71","GB51089",377,223,103,187,171,466,1505,448,525,2553,319,220,-1.35989042060576,5.82824970363396,-2.34312024429322,0.035267167380195,0.999844419606772,-4.29202895061139
