"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB55614",60,62,106,58,44,38,26,18,7,25,32,22,1.28798238442896,2.37337898975159,5.89873481765496,4.71838123158798e-05,0.447208173129909,-4.00447919019843
"2","GB40270",81,70,99,75,63,95,99,66,52,165,93,93,-0.416289372516426,3.66812055484013,-2.12919896451997,0.0524023120297162,0.99947623868983,-4.34756569486329
"3","GB40288",178,152,319,224,79,108,160,66,39,151,75,177,0.452536717505704,4.23277213536405,2.31446887396587,0.037167124996132,0.99947623868983,-4.26170107167486
"4","GB40289",436,368,745,526,298,501,426,223,141,535,300,472,0.307589689508494,5.84601058035797,2.27794384321898,0.0397932081310549,0.99947623868983,-4.26977756491088
"5","GB40304",473,457,289,120,255,329,487,520,273,762,635,248,-0.88298863227432,5.77381005032667,-2.19469628244249,0.0464475995295344,0.99947623868983,-4.28973018224667
"6","GB40310",240,377,303,145,62,89,684,236,159,555,165,218,-0.971922206675265,5.03745709180112,-2.55347529669032,0.0236468332230376,0.99947623868983,-4.1667939457183
"7","GB40606",20,8,11,10,1,5,14,9,3,15,17,16,-0.83412198705329,0.471985049821944,-2.14866615283859,0.0505618956318523,0.99947623868983,-4.50308389346325
"8","GB40634",100,90,107,59,48,73,95,78,50,170,103,94,-0.498264914256559,3.66754226042403,-2.56086503287504,0.023315491967357,0.99947623868983,-4.23920667156879
"9","GB40712",141,114,217,149,70,132,93,63,60,108,92,125,0.385269936064165,4.00820410042,2.57386492444011,0.0227434608377805,0.99947623868983,-4.2041157506186
"10","GB40720",130,105,257,144,62,89,102,60,31,128,86,123,0.325336313230775,3.88029984974596,2.16007333196316,0.0495116744882429,0.99947623868983,-4.32644331099171
"11","GB40797",98,80,119,75,52,89,69,37,18,66,65,102,0.369586968267831,3.31942463180677,2.15916589054849,0.0495944678251212,0.99947623868983,-4.36731947399821
