"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47924",34,43,23,18,18,31,10,12,9,6,18,10,1.63736358326279,1.35882920567415,5.02530660604271,0.000216357168393864,0.640532921509495,-4.12184213217782
"2","GB50671",14,11,10,13,2,14,43,24,20,36,37,23,-1.23182805072409,1.35954081568824,-4.90152964622555,0.000270324085887105,0.640532921509495,-4.13185481849121
"3","GB53370",98,87,30,34,32,65,45,10,7,26,8,22,1.98180122459074,2.12499583061721,4.94752810380553,0.000248795441767292,0.640532921509495,-4.0025654917644
"4","GB54250",100,46,29,68,23,59,31,48,15,32,29,21,1.16945615904366,2.4750293599369,4.9056193833836,0.000268333805912481,0.640532921509495,-3.91519479749475
"5","GB40158",84,35,48,98,15,64,60,66,11,38,30,20,0.940858966118666,2.5840161392859,3.04582200406868,0.00916058918938428,0.987515578357504,-4.18636923011303
"6","GB40439",154,86,48,99,42,100,100,47,58,57,103,68,0.586746081755424,3.4957289860473,2.84483366784359,0.0135272415437775,0.987515578357504,-4.10071076094009
"7","GB40548",28,9,15,17,6,9,13,9,7,3,5,9,1.0959863642166,0.56287326069671,2.85781955083314,0.0131916105797824,0.987515578357504,-4.39905064615969
"8","GB40566",200,113,76,103,76,105,272,257,192,126,252,209,-0.695315750018609,4.49849661543077,-3.03857552345269,0.00929048996811799,0.987515578357504,-3.92837489909593
"9","GB40996",100,82,21,49,13,113,63,55,21,20,27,23,1.04954096625829,2.5645577103156,3.22709387246403,0.00643908767193349,0.987515578357504,-4.15371894723634
"10","GB41407",50,34,18,27,9,64,26,21,16,19,37,14,0.823985420496528,1.90040669976179,3.15633867324108,0.00738926343577486,0.987515578357504,-4.24984491761268
"11","GB41466",213,196,108,144,110,183,164,121,88,86,152,146,0.647930164247306,4.37119176728948,3.44689304409463,0.00420006042528773,0.987515578357504,-3.79267312420651
"12","GB41771",98,77,54,86,21,71,339,214,56,110,116,205,-0.940904333556416,3.8509903414161,-3.57309653879196,0.00328828306714247,0.987515578357504,-3.86595732147143
"13","GB42409",37,43,8,22,2,31,204,85,7,86,124,265,-1.96901174558822,2.51796498939489,-2.84697950292258,0.0134712070939513,0.987515578357504,-4.2573223739273
"14","GB42458",37,23,12,36,17,33,38,18,19,13,15,16,0.725471317430249,1.71208132765063,2.84204566151802,0.0136003875179384,0.987515578357504,-4.31741918897839
"15","GB42671",26,13,10,20,5,32,24,8,5,7,9,16,0.92689151998766,0.94105739372369,3.19657758060543,0.00683292250327303,0.987515578357504,-4.33689331783753
"16","GB42685",563,348,295,834,150,804,2180,682,585,758,867,652,-0.689941980765134,6.49785384584212,-2.93066357104439,0.0114554964636152,0.987515578357504,-4.03678431673387
"17","GB42702",10,11,4,6,3,7,17,18,8,11,18,18,-0.798493998788034,0.590546075308841,-3.04085964448794,0.00924934854291227,0.987515578357504,-4.37610451900754
"18","GB42812",53,44,30,36,18,52,111,51,46,54,80,74,-0.509546278057492,2.90197379459603,-2.85108919409761,0.0133645267165998,0.987515578357504,-4.18771514227841
